CPT_Code,Procedure_Description,Cash_Price,Gross_Price
HCPCS C1751,CATHETER CENTRAL VENOUS L-CATH LATEX FREE POLYURETHANE SINGLE LUMEN STERILE DISPOSABLE 26GA X 30CM,349.265,349.265
HCPCS C1751,CATHETER CENTRAL VENOUS FIRST PICC LATEX FREE SILICONE SINGLE LUMEN 26GA 1.9FR 50CM,222.9125,222.9125
HCPCS C1751,CATHETER CENTRAL VENOUS FIRST PICC LATEX FREE SILICONE SINGLE LUMEN 2.8FR 22GA 50CM,218.416,218.416
HCPCS C1876,STENT BILIARY ZIMMON LATEX FREE POLYETHYLENE DOUBLE PIGTAIL SIDE HOLE TAPERED TIP PURPLE 7.0FR 7.0CM,424.575,424.575
HCPCS C1769,INTRODUCER VASCULAR ACCESS MICROPUNCTURE STAINLESS STEEL GUIDEWIRE TRANSITIONLESS TIP STERILE 5 FR 40CM,187,187
HCPCS C1713,PLATE BONE TIBIAL PERIARTICULAR LATERAL DISTAL RIGHT 16 HOLE STERILE STAINLESS STEEL 205MM,1700.0085,1700.0085
HCPCS C1726,DILATOR BALLOON ELATION WIREGUIDED CATHETER 7.5FR 10/11/12MM 180CM,727.6,727.6
HCPCS C1726,DILATOR BALLOON ELATION WIREGUIDED CATHETER 12/13.5/15MM 180CM,727.6,727.6
HCPCS C1726,DILATOR BALLOON ELATION WIRE GUIDED CATHETER 7.5FR 18/19/20MM 180CM,727.6,727.6
HCPCS C1726,DILATOR BALLOON ELATION WIREGUIDED CATHETER 15/16.5/18MM 180CM,727.6,727.6
HCPCS C1713,SCREW BONE LEIBINGER TITANIUM SELF TAPPING CROSS FIT 2.3 X 17MM,266.475,266.475
HCPCS C1766,BASKET STONE EXTRACTOR MEMORY EIGHT WIRE 3 X 6CM SHEATH 5FR 200CM,819.4,819.4
HCPCS C1725,CATHETER ANGIOPLASTY FG NC EMERGE OVER THE WIRE US 4.00MM X 8MM,535.5,535.5
HCPCS C1713,LENS INTRAOCULAR ACRYSOF BICONVEX FOLDABLE MULTIPIECE ANTERIOR DIOPTER 27.0,474.3,474.3
HCPCS C1713,LENS INTRAOCULAR ACRYSOF BICONVEX FOLDABLE MULTIPIECE ANTERIOR DIOPTER 16.5,474.3,474.3
HCPCS C1725,DILATOR BALLOON ELATION WIREGUIDED CATHETER 6/7/8MM 180CM,726.75,726.75
HCPCS A7521,TUBE TRACHEOSTOMY SHILEY XLT LATEX FREE PROXIMAL CUFFED STERILE DISPOSABLE SIZE 7 7MM ID X 12.3MM OD 100MM,266.135,266.135
HCPCS A7521,TUBE TRACHEOSTOMY SHILEY XLT LATEX FREE DISTAL CUFFED STERILE DISPOSABLE SIZE 7 7MM ID X 12.3MM OD 100MM,274.125,274.125
HCPCS A7521,FORMULA NUTRITIONAL INFANT SIMILAC IRON BOTTLE 24CAL PER OZ 2OZ,0.425,0.425
HCPCS A7521,FORMULA NUTRITIONAL INFANT SIMILAC SOY ISOMIL TERM TOLERANCE OPTIGRO 19CAL PER OZ READY TO DRINK BOTTLE 2OZ,0.425,0.425
HCPCS C1730,CATHETER DIAGNOSTIC INFINITI LATEX FREE AL2 6FR 100CM,41.888,41.888
HCPCS C1730,CATHETER DIAGNOSTIC INFINITI LATEX FREE AL3 6FR 100CM,41.888,41.888
HCPCS C1776,STEM FEMORAL HIP SUMMIT POROCOAT TITANIUM HYDROXYAPATITE TAPERED STANDARD OFFSET CEMENTLESS 130DEG SIZE 6 150 X 36MM,7554.12,7554.12
HCPCS C1769,GUIDEWIRE VASCULAR TRANSEND EX HYDROPHILIC COATED STANDARD TIP STERILE DISPOSABLE 0.014IN 182CM,1402.5,1402.5
HCPCS C1725,CATHETER ANGIOPLASTY PTCA MAVERICK OTW LATEX FREE SOFTLEAP 30 X 2.0MM BALLOON 0.014IN STERILE DISPOSABLE,714,714
HCPCS C1725,CATHETER ANGIOPLASTY FG NC EMERGE OVER THE WIRE US 3.00MM X 8MM,535.5,535.5
HCPCS C1730,CATHETER DIAGNOSTIC IMPULSE FLEXTRUSION LEFT CORONARY BYPASS 6FR X 100CM,40.579,40.579
HCPCS C1730,CATHETER DIAGNOSTIC IMPULSE FLEXTRUSION AMPLATZ RIGHT 2 6FR X 100CM,40.579,40.579
HCPCS C1730,CATHETER DIAGNOSTIC IMPULSE FLEXTRUSION PIGTAIL 145DEG 6FR X 110CM,38.896,38.896
HCPCS C1887,CATHETER GUIDING FEMORAL RUNWAY LATEX FREE POLYMER PTFE LINED JR4.5 CURVE STERILE DISPOSABLE 0.070IN 6FR 100CM,210.375,210.375
HCPCS C1894,INTRODUCER VASCULAR FAST-CATHETER LATEX FREE MULLINS CURVE GUIDING SHEATH TRANSSEPTAL STERILE DISPOSABLE 0.032IN 8FR 67CM,569.925,569.925
HCPCS C1725,CATHETER ANGIOPLASTY FG NC EMERGE OVER THE WIRE US 2.50MM X 15MM,535.5,535.5
HCPCS C1766,INTRODUCER SHEATH MULLINS TRANSSEPTAL ADULT 8FR 67CM,361.25,361.25
HCPCS C1887,CATHETER ANGIOGRAPHY SUPER TORQUE LATEX FREE POLYURETHANE CASTILLO I BRACHIAL STERILE DISPOSABLE 6FR 100CM,36.278,36.278
HCPCS C1725,CATHETER ANGIOGRAPHY SUPER TORQUE LATEX FREE POLYURETHANE CASTILLO II BRACHIAL SELECTIVE BRAIDED SHAFT NO HOLE GREEN 6FR 100CM,36.278,36.278
HCPCS C1874,STENT CORONARY GRAFTMASTER RX STAINLESS STEEL 2.8 X 19MM EXPANDABLE BALLOON STERILE 6FR 135CM,6107.25,6107.25
HCPCS C1766,INTRODUCER SHEATH MULLINS VALVE TRANSSEPTAL 8 FR 67CM,361.2075,361.2075
HCPCS C1874,STENT VASCULAR CORONARY GRAFTMASTER RX STAINLESS STEEL 3.5 X 19MM EXPANDABLE GRAFT PTFE STERILE 135CM,6107.25,6107.25
HCPCS C1769,GUIDEWIRE VASCULAR HI-TORQUE BALANCE MIDDLEWEIGHT ELASTINITE NITINOL J TIP CORONARY 0.014IN 3 X 300CM,573.75,573.75
HCPCS C1769,GUIDEWIRE VASCULAR HI-TORQUE TRANVERSE MICROGLIDE COATED STRAIGHT TIP 0.014IN 3 X 190CM,425,425
HCPCS C1769,GUIDEWIRE VASCULAR PERIPHERAL STAINLESS STEEL PTFE COATED FIXED CORE STRAIGHT TIP 0.035IN X 145CM,50.2605,50.2605
HCPCS C1760,DEVICE CLOSURE VASCULAR ANGIO-SEAL STS PLUS COLLAGEN SECURE CAP INSERTION SHEATH GUIDEWIRE J STRAIGHTENER 8FR 0.038IN 70CM,999.6,999.6
HCPCS C1766,SHEATH INTRODUCER FAST-CATHETER HEMOSTASIS SLEEVE 7.0FR 0.038IN 12CM,116.875,116.875
HCPCS C1894,INTRODUCER SHEATH VASCULAR FAST-CATHETER LUER LOCK SIDE PORT DOUBLE DISTAL GUIDEWIRE HEMOSTASIS VALVE SET 6.0FR 0.038 12CM,276.25,276.25
HCPCS C1769,GUIDEWIRE VASCULAR CORONARY HI-TORQUE WHISPER MS STAINLESS STEEL POLYMER HYDROPHILIC STRAIGHT STERILE DISPOSABLE 0.014IN 300CM,573.75,573.75
HCPCS C1730,CATHETER DIAGNOSTIC IMPULSE FLEXTRUSION MULTIPURPOSE A1 6FR X 100CM,35.53,35.53
HCPCS C1769,EXTENSION GUIDEWIRE PERCUTANEOUS DOC STAINLESS STEEL PTFE COAT COMPATIBLE HI-TORQUE SERIES STERILE 0.014IN 145CM,382.5,382.5
HCPCS C1713,SCREW BONE CORTEX STAINLESS STEEL SELF TAPPING FULL THREAD T8 STARDRIVE RECESS 12 X 2.4MM,227.2985,227.2985
HCPCS C1887,CATHETER ANGIOGRAPHY SUPER TORQUE CASTILLO III BRACHIAL SELECTIVE 0.038IN 6FR 100CM,36.278,36.278
HCPCS C1730,CATHETER DIAGNOSTIC IMPULSE FLEXTRUSION FEMORAL LEFT 3.5 6FR X 100CM,38.896,38.896
HCPCS C1769,GUIDEWIRE VASCULAR HI-TORQUE II STAINLESS STEEL HYDROPHILIC COATED FLOPPY EXTRA SUPPORT STRAIGHT TIP CORONARY 0.014IN 2 X 300C,573.75,573.75
HCPCS C1769,GUIDEWIRE VASCULAR HI-TORQUE INTERMEDIATE MICROGLIDE STRAIGHT 3CM TIP STERILE 0.014IN 190CM,935,935
HCPCS C1887,CATHETER GUIDING FEMORAL RUNWAY LATEX FREE POLYMER PTFE LINED JR4 CURVE STERILE DISPOSABLE 0.070IN 6FR 100CM,210.375,210.375
HCPCS C1725,CATHETER ANGIOPLASTY FG NC EMERGE OVER THE WIRE US 2.50MM X 8MM,650.25,650.25
HCPCS C1730,CATHETER DIAGNOSTIC IMPULSE FLEXTRUSION FEMORAL LEFT 6 6FR X 100CM,38.896,38.896
HCPCS C1730,CATHETER DIAGNOSTIC IMPULSE FLEXTRUSION FEMORAL RIGHT 6 6FR X 100CM,38.896,38.896
HCPCS C1887,CATHETER GUIDING WISEGUIDE LATEX FREE PTFE COATED VASCULAR ACCESS FR4 SH 6FR 100CM,226.7375,226.7375
HCPCS C1887,CATHETER GUIDING WISEGUIDE LATEX FREE PFTE COATED VASCULAR ACCESS KIMNY SH 6FR 100CM,226.7375,226.7375
HCPCS C1887,CATHETER GUIDING WISEGUIDE LATEX FREE PFTE COATED VASCULAR ACCESS AL1 SH 6FR 100CM,340,340
HCPCS C1725,CATHETER DILATATION EMERGE PTCA OTW STERILE DISPOSABLE 2.00 X 20MM,535.5,535.5
HCPCS C1769,GUIDEWIRE VASCULAR HI-TORQUE STANDARD MICROGLIDE STRAIGHT 2.0CM TIP STERILE 0.014IN 190CM,935,935
HCPCS C1769,GUIDEWIRE VASCULAR PERIPHERAL GLIDEWIRE NITINOL HYDROPHILIC COATED STANDARD ANGLED TIP STERILE DISPOSABLE 150CM 0.035IN,143.293,143.293
HCPCS C1887,CATHETER GUIDING VISTA BRITE TIP LATEX FREE AR 2 STERILE DISPOSABLE 0.070IN 6FR100CM,216.41,216.41
HCPCS C1730,CATHETER DIAGNOSTIC IMPULSE FLEXTRUSION FEMORAL RIGHT 3.5 6FR X 100CM,38.896,38.896
HCPCS C1769,GUIDEWIRE VASCULAR HI-TORQUE II FLOPPY EXTRA SUPPORT STRAIGHT TIP CORONARY 0.014IN 2.0 X 190CM,935,935
HCPCS C1725,CATHETER ANGIOPLASTY FG NC EMERGE OVER THE WIRE US 3.50MM X 15MM,535.5,535.5
HCPCS C1769,GUIDEWIRE VASCULAR PERIPHERAL STAINLESS STEEL PTFE COATED FIXED CORE 3.0MM CURVE SAF-T-J TIP 260CM 0.035IN,115.7105,115.7105
HCPCS C1725,CATHETER DILATATION EMERGE PTCA OTW 30 X 3.00MM,748,748
HCPCS C1725,CATHETER ANGIOPLASTY FG NC EMERGE OVER THE WIRE US 3.00MM X 15MM,535.5,535.5
HCPCS C1730,CATHETER DIAGNOSTIC IMPULSE FLEXTRUSION FEMORAL LEFT 4.5 6FR X 100CM,38.896,38.896
HCPCS C1730,CATHETER DIAGNOSTIC IMPULSE FLEXTRUSION AMPLATZ RIGHT 1 6FR X 100CM,38.896,38.896
HCPCS C1730,CATHETER DIAGNOSTIC IMPULSE FLEXTRUSION FEMORAL LEFT 6FR X 100CM,38.896,38.896
HCPCS C1769,GUIDEWIRE VASCULAR SAFE-T-J NEWTON LATEX FREE STAINLESS STEEL POLYTETRAFLUOROETHYLENE FIXED CORE CURVED COATED STERILE 0.035IN O,66.623,66.623
HCPCS C1769,GUIDEWIRE VASCULAR ZIPWIRE LATEX FREE NITINOL HYDROPHILIC ANGLED TIP STANDARD SHAFT STERILE DISPOSABLE 180CM X 0.025IN,205.326,205.326
HCPCS V2632,LENS INTRAOCULAR ACRYSOF POSTERIOR CHAMBER HYDROPHOBIC ACRYLIC STERILE 13 X 6MM DIOPTER 25.0,569.925,569.925
HCPCS C1713,ENDCAP SUPRACONDYLAR NAIL T2 TITANIUM FULL THREAD STERILE 8MM,614.5245,614.5245
HCPCS C1713,ENDCAP TIBIAL EXTENDED TIP NAIL-EX TITANIUM T40 STARDRIVE GOLD 0.0MM,520.047,520.047
HCPCS C1713,ENDCAP FIXATION EXTERNAL APEX PIN STERILE BLUE 5MM,182.325,182.325
HCPCS C1713,CATHETER DRAINAGE MALECOT LATEX 4 WINGED PERCUTANEOUS STERILE DISPOSABLE 24FR 16IN,116.2715,116.2715
HCPCS C1713,CATHETER DRAINAGE MALECOT LATEX 4 WINGED PERCUTANEOUS STERILE DISPOSABLE 28FR 16IN,114.257,114.257
HCPCS C1713,LENS INTRAOCULAR ACRYSOF ACRYLIC 1 PIECE PMMA FOLDABLE BICONVEX POSTERIOR CHAMBER 7 X 12.5MM DIOPTER 22.0,297.5,297.5
HCPCS A7520,TUBE TRACHEOSTOMY SHILEY LATEX FREE PROXIMAL UNCUFFED EXTENDED LENGTH STERILE DISPOSABLE 5.0 X 9.6 X 90MM,274.125,274.125
HCPCS A7520,TUBING TRACHEOSTOMY SHILEY LATEX FREE PROXIMAL UNCUFFED EXTENDED LENGTH STERILE DISPOSABLE 6ID X 11OD 95MM,274.125,274.125
HCPCS A7520,TUBE TRACHEOSTOMY SHILEY LATEX FREE INNER CANNULA EXTENDED STERILE DISPOSABLE LENGTH 5.0 X 9.6 X 90MM,24.31,24.31
HCPCS C1713,SCREW BONE CORTICAL STAINLESS STEEL SELF DRILLING FULL THREAD NONSTERILE 2.0 X 8MM,2008.125,2008.125
HCPCS V2632,LENS INTRAOCULAR ACRYSOF POSTERIOR CHAMBER HYDROPHOBIC ACRYLIC STERILE 6.0 X 13MM DIOPTER 23.0,569.925,569.925
HCPCS C1713,SCREW BONE CANNULATED STAINLESS STEEL 32MM THREAD HEXAGONAL SOCKET 6.5 X 140MM,799.476,799.476
HCPCS C1713,LENS INTRAOCULAR ACRYSOF POSTERIOR CHAMBER HYDROPHOBIC ACRYLIC 6.0 X 13MM DIOPTER 12.5,569.925,569.925
HCPCS C1713,LENS INTRAOCULAR ACRYSOF POSTERIOR CHAMBER HYDROPHOBIC ACRYLIC 6.0 X 13MM DIOPTER 15.0,569.925,569.925
HCPCS V2632,LENS INTRAOCULAR ACRYSOF POSTERIOR CHAMBER HYDROPHOBIC ACRYLIC STERILE 6.0 X 13MM DIOPTER 24.5,569.925,569.925
HCPCS V2632,LENS INTRAOCULAR ACRYSOF POSTERIOR CHAMBER HYDROPHOBIC ACRYLIC STERILE 6.0 X 13MM DIOPTER 24.0,569.925,569.925
HCPCS C1713,SCREW BONE CORTEX TITANIUM SELF TAPPING CRUCIFORM STARDRIVE RECESS NONSTERILE 13.0 X 2.0MM,212.5765,212.5765
HCPCS C1713,PLATE BONE LC-DCP TITANIUM STRAIGHT 4 HOLE NONSTERILE 24 X 2.0MM,724.336,724.336
HCPCS C1713,PLATE BONE TITANIUM 3 HOLE HEAD 8 SHAFT Y SHAPE NONSTERILE 55 X 2.0MM,760.07,760.07
HCPCS C1713,PLATE BONE TITANIUM 3 HOLE HEAD 8 SHAFT T SHAPE 48 X 2MM,760.07,760.07
HCPCS C1713,SCREW BONE CORTEX TITANIUM SELF TAPPING CRUCIFORM STARDRIVE RECESS NONSTERILE 12.0 X 1.5MM,214.5825,214.5825
HCPCS C1713,SCREW BONE CORTEX TITANIUM SELF TAPPING CRUCIFORM STARDRIVE RECESS NONSTERILE 10.0 X 2.0MM,212.5765,212.5765
HCPCS A7520,TUBING TRACHEOSTOMY SHILEY LATEX FREE 49MM EXTENDED DISTAL STERILE DISPOSABLE 7.0ID X 12.3OD 100MM,266.135,266.135
HCPCS C1713,SCREW BONE CANNULATED STAINLESS STEEL 32MM THREAD HEXAGONAL SOCKET 75 X 6.5MM,799.476,799.476
HCPCS C1713,SCREW BONE LEIBINGER UNIVERSAL 2 TITANIUM SELF TAPPING CROSS PIN 2 X 8MM,481.4145,481.4145
HCPCS C1713,SCREW BONE LEIBINGER UNIVERSAL 2 TITANIUM SELF TAPPING CROSS PIN 2 X 12MM,481.4145,481.4145
HCPCS A7520,TUBE TRACHEOSTOMY SHILEY LATEX FREE DISTAL UNCUFFED EXTENDED STERILE DISPOSABLE 5.0 X 9.6 X 90MM,274.125,274.125
HCPCS C1713,PLATE BONE HIP STABILIZATION TROCHANTERIC DHS STAINLESS STEEL 138MM,1233.3075,1233.3075
HCPCS C1713,SCREW BONE CANNULATED STAINLESS STEEL FULL THREAD HEXAGONAL SOCKET 6.5 X 130MM,799.476,799.476
HCPCS C1713,SCREW BONE CANNULATED STAINLESS STEEL 32MM THREAD HEXAGONAL SOCKET 55 X 6.5MM,768.74,768.74
HCPCS C1713,SCREW BONE CANNULATED STAINLESS STEEL 32MM THREAD HEXAGONAL SOCKET 60 X 6.5MM,768.74,768.74
HCPCS C1713,SCREW BONE CANNULATED STAINLESS STEEL 16MM THREAD 4MM HEXAGONAL SOCKET 65 X 6.5MM,799.476,799.476
HCPCS C1713,SCREW BONE CORTEX STAINLESS STEEL SELF TAPPING SM 18.0 X 2.7MM,96.0755,96.0755
HCPCS C1713,SCREW BONE CANNULATED STAINLESS STEEL 16MM THREAD 4MM HEXAGONAL SOCKET 70 X 6.5MM,799.476,799.476
HCPCS C1713,SCREW BONE CANNULATED STAINLESS STEEL 16MM THREAD 4MM HEXAGONAL SOCKET 6.5 X 150MM,768.74,768.74
HCPCS C1713,SCREW BONE STAINLESS STEEL CANNULATED 16MM THREAD HEXAGONAL SOCKET NONSTERILE DISPOSABLE 75 X 6.5MM,799.476,799.476
HCPCS C1713,SCREW BONE CANNULATED STAINLESS STEEL 32MM THREAD HEXAGONAL SOCKET 6.5 X 145MM,768.74,768.74
HCPCS C1713,SCREW BONE CANNULATED STAINLESS STEEL 32MM THREAD HEXAGONAL SOCKET 80 X 6.5MM,799.476,799.476
HCPCS C1713,SCREW BONE CANNULATED STAINLESS STEEL 16MM THREAD 4MM HEXAGONAL SOCKET 80 X 6.5MM,799.476,799.476
HCPCS C1713,SCREW BONE CANNULATED STAINLESS STEEL 32MM THREAD HEXAGONAL SOCKET 85 X 6.5MM,768.74,768.74
HCPCS C1713,SCREW BONE CANNULATED STAINLESS STEEL 16MM THREAD 4MM HEXAGONAL SOCKET 95 X 6.5MM,799.476,799.476
HCPCS C1713,SCREW BONE CANNULATED STAINLESS STEEL 16MM THREAD 4 MM HEXAGONAL SOCKET 6.5 X 100MM,799.476,799.476
HCPCS C1713,SCREW BONE CANNULATED STAINLESS STEEL 32MM THREAD HEXAGONAL SOCKET 120 X 6.5MM,799.476,799.476
HCPCS C1713,SCREW BONE CANNULATED STAINLESS STEEL 32MM THREAD HEXAGONAL SOCKET 6.5 X 170MM,799.476,799.476
HCPCS C1713,SCREW BONE CANNULATED STAINLESS STEEL FULL THREAD HEXAGONAL SOCKET 6.5 X 115MM,799.476,799.476
HCPCS C1713,SCREW BONE CANNULATED STAINLESS STEEL 16MM THREAD 4MM HEXAGONAL SOCKET 6.5 X 140MM,799.476,799.476
HCPCS C1713,SCREW BONE FIXATION EXTERNAL SCHANZ STAINLESS STEEL SPADE POINT 190 X 6.0MM,287.8525,287.8525
HCPCS C1713,SCREW BONE CANNULATED STAINLESS STEEL 32MM THREAD HEXAGONAL SOCKET 70 X 6.5MM,799.476,799.476
HCPCS C1713,PLATE BONE LCP STAINLESS STEEL CONDYLAR CURVED 12 HOLE LEFT NONSTERILE 4.5 X 278MM,3451.9605,3451.9605
HCPCS C1713,SCREW BONE STAINLESS STEEL SELF TAPPING T8 STARDRIVE RECESS 16 X 2.4MM,227.2985,227.2985
HCPCS C1713,SCREW BONE TITANIUM LOCKING SELF TAPPING FULL THREAD T25 STARDRIVE RECESS DARK BLUE 50 X 4MM,548.2415,548.2415
HCPCS C1769,GUIDEWIRE ORTHOPEDIC STAINLESS STEEL PTFE SYNTHES DRILL TIP DOUBLE ENDED NONSTERILE 2.5 X 300MM,272.34,272.34
HCPCS C1769,GUIDEWIRE ORTHOPEDIC LCP PERIARTICULAR TITANIUM THREADED DRILL TIP NONSTERILE 2.5 X 200MM,255.4675,255.4675
HCPCS C1713,SCREW BONE STAINLESS STEEL FULL THREAD PERIARTICULAR 4.0 X 60MM,111.1715,111.1715
HCPCS C1713,SCREW BONE STAINLESS STEEL SELF TAPPING PERIARTICULAR 3.5 X 30MM,111.1715,111.1715
HCPCS C1713,SCREW BONE STAINLESS STEEL SELF TAPPING PERIARTICULAR 3.5 X 80MM,111.1715,111.1715
HCPCS C1713,SCREW BONE STAINLESS STEEL SELF TAPPING PERIARTICULAR 3.5 X 38MM,111.1715,111.1715
HCPCS C1713,SCREW BONE STAINLESS STEEL SELF TAPPING PERIARTICULAR 36 X 3.5MM,111.1715,111.1715
HCPCS A4338,CATHETER URINARY BARDEX LATEX RUBBER SILICONE ELASTOMER FOLEY 3 WAY COATED STERILE DISPOSABLE 22FR 16IN BALLOON 30 ML,81.396,81.396
HCPCS C1713,PLATE MANDIBLE LEIBINGER TITANIUM FRACTURE FIXATION STRAIGHT 6 HOLE 115DEG ANGLED BAR NONSTERILE 1.5MM,1570.647,1570.647
HCPCS C1713,PLATE BONE LCP STAINLESS STEEL CONDYLAR CURVED 16 HOLE RIGHT NONSTERILE 4.5 X 350MM,3592.542,3592.542
HCPCS C1713,PLATE MANDIBLE LEIBINGER TITANIUM FRACTURE FIXATION STRAIGHT 4 HOLE NONSTERILE 1.5MM,1028.9675,1028.9675
HCPCS C1713,LENS INTRAOCULAR ACRYSOF BICONVEX FOLDABLE MULTI PIECE ANTERIOR DIOPTER 7.00,474.3,474.3
HCPCS C1776,HEAD FEMORAL HIP ARTICUL/EZE M-SPEC LATEX FREE METAL 12/14 OFFSET STERILE DISPOSABLE 36MM MINUS 2.0MM,2707.5645,2707.5645
HCPCS C1713,PLATE BONE UNIVERSAL 2 TITANIUM DOUBLE Y SHAPE MALLEABLE 7 HOLE UPPER FACE NONSTERILE 0.5 X 1.2MM,740.1375,740.1375
HCPCS C1713,PLATE CRANIOMAXILLOFACIAL TITANIUM LOCKING Y SHAPE 8 HOLE NONSTERILE MID FACE REVERSIBLE 0.8MM,916.3,916.3
HCPCS C1713,PLATE BONE UNIVERSAL 2 TITANIUM DOUBLE Y SHAPE 7 HOLE MID FACE NONSTERILE 0.6 X 1.7MM,760.3335,760.3335
HCPCS C1713,PLATE BONE UNIVERSAL 2 TITANIUM Y SHAPE 5 HOLE 4MM BAR MID FACE NONSTERILE 0.6 X 1.7MM,640.271,640.271
HCPCS C1713,SCREW BONE CORTEX STAINLESS STEEL SELF TAPPING HEXAGONAL SOCKET FLAT HEAD 75.0 X 3.5MM,96.0755,96.0755
HCPCS C1713,SCREW BONE CORTEX STAINLESS STEEL SELF TAPPING HEXAGONAL SOCKET FLAT HEAD 65.0 X 3.5MM,96.0755,96.0755
HCPCS C1713,SCREW BONE CORTEX STAINLESS STEEL SELF TAPPING HEXAGONAL SOCKET 55.0 X 3.5MM,96.0755,96.0755
HCPCS C1713,SCREW BONE CORTEX STAINLESS STEEL SELF TAPPING HEXAGONAL SOCKET FLAT HEAD 3.5 X 95MM,92.378,92.378
HCPCS A4338,CATHETER URINARY BARDEX LUBRICATH LATEX RUBBER SILICONE ELASTOMER FOLEY 3 WAY COATED STERILE DISPOSABLE 24FR 16IN BALLOON 30 ML,119.119,119.119
HCPCS C1713,SCREW BONE CORTEX TITANIUM SELF TAPPING CRUCIFORM RECESS 20.0 X 2.0MM,212.5765,212.5765
HCPCS A4338,CATHETER FOLEY DOVER LATEX HYDROGEL COATED 2 WAY COUDE TIP 5CC BALLOON STERILE DISPOSABLE 14FR 16IN,60.027,60.027
HCPCS C1713,SCREW BONE CORTEX TITANIUM SELF TAPPING CRUCIFORM STARDRIVE RECESS NONSTERILE 11.0 X 1.5MM,224.4935,224.4935
HCPCS C1713,SCREW BONE CORTEX TITANIUM SELF TAPPING CRUCIFORM STARDRIVE RECESS NONSTERILE 18.0 X 2.0MM,212.5765,212.5765
HCPCS C1713,PLATE BONE TITANIUM 2 HOLE HEAD 8 SHAFT T SHAPE NONSTERILE 53 X 2.0MM,696.49,696.49
HCPCS C1713,SCREW BONE CORTEX TITANIUM SELF TAPPING CRUCIFORM RECESS NONSTERILE 1.5 X 18MM,214.5825,214.5825
HCPCS C1713,SCREW BONE CONICAL STAINLESS STEEL CANNULATED PARTIAL THREAD NONSTERILE DISPOSABLE 4.9MM,266.73,266.73
HCPCS C1713,BIT DRILL BONE STAINLESS STEEL CALIBRATED QUICK CONNECT STERILE DISPOSABLE 340 X 4.2MM,573.9795,573.9795
HCPCS C1713,NAIL BONE TITANIUM INTRAMEDULLARY TIBIAL T2 STANDARD STERILE 12 X 375MM,3129.666,3129.666
HCPCS C1713,NAIL BONE TITANIUM INTRAMEDULLARY TIBIAL T2 STANDARD STERILE 12 X 390MM,3129.666,3129.666
HCPCS C1713,SCREW BONE CORTICAL STAINLESS STEEL SELF TAPPING SM HEXAGONAL RECESS NONSTERILE 2.7 X 27MM,77.5625,77.5625
HCPCS C1713,PLATE MANDIBLE UNIVERSAL 2 TITANIUM FRACTURE FIXATION STRAIGHT 6 HOLE 140DEG ANGLED BAR NONSTERILE 1.5MM,1602.063,1602.063
HCPCS C1713,SCREW BONE CORTEX TITANIUM SELF TAPPING CRUCIFORM STARDRIVE RECESS NONSTERILE 6.0 X 2.0MM,212.5765,212.5765
HCPCS C1713,SCREW BONE STAINLESS STEEL SELF TAPPING T8 STARDRIVE RECESS 18.0 X 2.4MM,227.2985,227.2985
HCPCS C1713,SCREW BONE CORTEX STAINLESS STEEL SELF TAPPING CRUCIFORM RECESS NONSTERILE 20 X 2.0MM,93.9675,93.9675
HCPCS C1781,GRAFT MESH 3DMAX POLYPROPYLENE MONOFILAMENT PATCH STERILE LAPAROSCOPY HERNIA REPAIR RIGHT LG 4.0 X 6.0IN,976.48,976.48
HCPCS C1776,HEAD FEMORAL HIP VERSYS ZIMALOY COBALT CHROME ENDOPROSTHESIS 12/14 TAPER 52MM,923.7375,923.7375
HCPCS C1713,NAIL BONE TIBIAL T2 TITANIUM INTRAMEDULLARY STANDARD STERILE 12 X 360MM,3129.666,3129.666
HCPCS C1776,STEM FEMORAL HIP VERSYS LD FX ZIMALOY COBALT CHROME PRESS FIT 14 X 135MM,2616.3,2616.3
HCPCS C1713,PLATE MANDIBLE LEIBINGER TITANIUM FRACTURE FIXATION STRAIGHT 4 HOLE BAR NONSTERILE 1.5MM,1065.6195,1065.6195
HCPCS C1713,PLATE MANDIBLE UNIVERSAL 2 TITANIUM FRACTURE FIXATION STRAIGHT 6 HOLE NONSTERILE 1.5MM,1070.4645,1070.4645
HCPCS C1713,PLATE MANDIBLE UNIVERSAL 2 TITANIUM FRACTURE FIXATION STRAIGHT 14 HOLE NONSTERILE 1.5MM,1664.895,1664.895
HCPCS C1713,PLATE MANDIBLE LEIBINGER TITANIUM FRACTURE FIXATION STRAIGHT 4 HOLE ANGLED BAR NONSTERILE DISPOSABLE 1.5MM,1102.2715,1102.2715
HCPCS C1713,SCREW BONE STAINLESS STEEL FULL THREAD PERIARTICULAR 4.0 X 45MM,111.1715,111.1715
HCPCS C1713,SCREW BONE CORTEX STAINLESS STEEL SELF TAPPING CRUCIFORM RECESS NONSTERILE 6 X 2MM,93.9675,93.9675
HCPCS C1713,SCREW BONE COMPRESSION STAINLESS STEEL LOCKING SELF TAPPING FULL THREAD T15 STARDRIVE RECESS 28 X 3.5MM,400.979,400.979
HCPCS C1776,PATELLA KNEE SIGMA LATEX FREE TC3 OVAL DOME CEMENTED STERILE DISPOSABLE 41MM,1560.6,1560.6
HCPCS C1713,SCREW BONE COMPRESSION STAINLESS STEEL LOCKING SELF TAPPING FULL THREAD T15 STARDRIVE RECESS 18 X 3.5MM,400.979,400.979
