 PROCEDURE DESCRIPTION , PRICE , REVENUE CODE , CPT CODE , ALTERNATE CPT HCPC , CPT HCPC MODIFIER 
SCISSORS SURG RUGGLES FUKUSHIMA GIANNOTTA MICRO L220 CURV," $2,642 ", 272 ,  ,  ,  
SCISSORS SURG RUGGLES FUKUSHIMA GIANNOTTA MICRO L220 STRA," $2,597 ", 272 ,  ,  ,  
SCISSORS SURG SUPERCUT JAMISON STAINLESS STEEL CURV L5.5, $231 , 272 ,  ,  ,  
SCISSORS SURG SUPERCUT JAMISON STAINLESS STEEL CURV L7, $248 , 272 ,  ,  ,  
SCISSORS SURGICAL ASTON MICRO L8 IN CURVED RAZOR EDGE FAC," $1,020 ", 272 ,  ,  ,  
SCISSORS SURGICAL BECK L7.5 IN LIGATURE TUFF, $564 , 272 ,  ,  ,  
SCISSORS SURGICAL CLASSIC METZENBAUM L5.75 IN STRAIGHT BL, $452 , 272 ,  ,  ,  
SCISSORS SURGICAL COOLEY STAINLESS STEEL CURVED L7.5 IN C, $277 , 272 ,  ,  ,  
SCISSORS SURGICAL DUROTIP TUNGSTEN CARBIDE L14 IN CURVED," $1,544 ", 272 ,  ,  ,  
SCISSORS SURGICAL FUKUSHIMA GIANNOTTA MICRO BAYONET STRAI," $2,486 ", 272 ,  ,  ,  
SCISSORS SURGICAL L15 CM OD8 MM DISSECTING ROUND HANDLE," $1,808 ", 272 ,  ,  ,  
SCISSORS SURGICAL MICRO CURVED," $1,576 ", 272 ,  ,  ,  
SCISSORS SURGICAL POTTS SMITH 60 D L7 IN CURVED, $204 , 272 ,  ,  ,  
SCISSORS SURGICAL RUGGLES MICRO BAYONET SERRATED TRAY," $1,660 ", 272 ,  ,  ,  
SCISSORS SURGICAL SUPERCUT DIETHRICH 120 D L7 IN, $735 , 272 ,  ,  ,  
SCISSORS SURGICAL SUPERCUT STEVENS TENOTOMY, $636 , 272 ,  ,  ,  
SCISSORS SURGICAL WILLAUER L10 IN STRAIGHT, $301 , 272 ,  ,  ,  
SCISSORS SURGICAL YASARGIL MICRO BAYONET CURVE L8.75 IN L," $2,368 ", 272 ,  ,  ,  
SCISSORS SURGICAL YASARGIL MICRO BAYONET STRAIGHT L8.75 I," $2,336 ", 272 ,  ,  ,  
SCOLIOSIS CERVICAL THORAC LUMB, $200 , 270 ,  ,  ,  
SCOLIOSIS FULL CONTACT/BOSTON, $200 , 270 ,  ,  ,  
SCOLIOSIS MOLDED INNER FACE, $200 , 270 ,  ,  ,  
SCOOP BOWL, $200 , 270 ,  ,  ,  
SCOOP PLATE, $200 , 270 ,  ,  ,  
SCOPE REPAIR," $2,300 ", 272 ,  ,  ,  
SCOPE TIP REPAIR," $2,300 ", 272 ,  ,  ,  
SCREW CANNULATED MEASURING DEVICE, $525 , 272 ,  ,  ,  
SCREW CANNULATED MEASURING DEVICE FOR 3.0MM, $588 , 272 ,  ,  ,  
SCREW CANNULATED MEASURING DEVICE FOR 4.5MM SCREWS, $611 , 272 ,  ,  ,  
SCREW CANNULATED MEASURING DEVICE FOR 7.0MM, $512 , 272 ,  ,  ,  
SCREW MEASURING DEVICE FOR OLECRANON OSTEOTOMY NAIL," $1,657 ", 272 ,  ,  ,  
SCREW REMOVAL CADDY FOR LARGE SCREWS," $2,395 ", 272 ,  ,  ,  
SCREW REMOVAL CADDY FOR SMALL SCREWS," $2,395 ", 272 ,  ,  ,  
SCREW REMOVAL TREP (S), $356 , 272 ,  ,  ,  
SCREW SET OPEN LEGACY, $776 , 272 ,  ,  ,  
SCREW&NUT IN KNEE/ANKLE JT, $200 , 274 ,  ,  ,  
"SCREW, TIP IIMPLANT", $200 , 278 ,C1713,  ,  
SCREWDRIVER  2.4MM CRUCIFORM WITH HOLDING SLEEVE," $2,050 ", 272 ,  ,  ,  
SCREWDRIVER 2.0MM HEX FOR TRIAL IMPLANT, $529 , 272 ,  ,  ,  
SCREWDRIVER 2.4MM STARDRIVE SHAFT," $1,106 ", 272 ,  ,  ,  
SCREWDRIVER 2.5MM HEX FOR TRIAL IMPLANT, $529 , 272 ,  ,  ,  
SCREWDRIVER 2.5MM HEXAGONAL SELF-RETAINING," $2,444 ", 272 ,  ,  ,  
SCREWDRIVER 3.5MM HEXAGONAL SHAFT SELF-RETAINING, $417 , 272 ,  ,  ,  
SCREWDRIVER 3.5MM TORQUE LIMITING /SELF-RETAINING," $1,919 ", 272 ,  ,  ,  
SCREWDRIVER 4.0MM HEXAGONAL, $870 , 272 ,  ,  ,  
SCREWDRIVER 4.0MM HEXAGONAL SHAFT, $830 , 272 ,  ,  ,  
SCREWDRIVER 5.0MM FLEXIBLE HEXAGONAL," $2,070 ", 272 ,  ,  ,  
SCREWDRIVER 5.0MM HEXAGONAL," $1,703 ", 272 ,  ,  ,  
SCREWDRIVER 5MM BALL HEX FOR OLECRANON OSTEOTOMY NAIL," $1,181 ", 272 ,  ,  ,  
SCREWDRIVER ASIF/SYNTHES," $1,434 ", 272 ,  ,  ,  
SCREWDRIVER BALL HEX 8MM," $1,486 ", 272 ,  ,  ,  
SCREWDRIVER BLADE CRUCIFORM W/HOLDING SLV 1.5MM/2.0MM," $2,565 ", 272 ,  ,  ,  
SCREWDRIVER BLADE CRUCIFORM WTH HOLDING SLEEVE 1.3MM," $3,389 ", 272 ,  ,  ,  
SCREWDRIVER CANN 4.0MM HEX SHAFT 200MM," $1,568 ", 272 ,  ,  ,  
SCREWDRIVER CANN STARDRIVE T40 W/LEVER HANDLE SELF-RETAIN," $2,300 ", 272 ,  ,  ,  
SCREWDRIVER CANNULATED CRUCIFORM WITH HOLDING SLEEVE," $3,936 ", 272 ,  ,  ,  
SCREWDRIVER CANNULATED HEX F/6.5MM HDLSS COMPRESSION SCR," $1,762 ", 272 ,  ,  ,  
SCREWDRIVER CANNULATED STARDRIVE SHAFT FOR 3.0MM HCS T8," $1,968 ", 272 ,  ,  ,  
SCREWDRIVER CANNULATED STARDRIVE SHAFT/T15," $1,148 ", 272 ,  ,  ,  
SCREWDRIVER CANNULATED STARDRIVE T15," $2,198 ", 272 ,  ,  ,  
SCREWDRIVER CANNULATED STARDRIVE T40/SELF-RETAINING," $1,696 ", 272 ,  ,  ,  
SCREWDRIVER CRUCIFORM SHAFT, $853 , 272 ,  ,  ,  
SCREWDRIVER CRUCIFORM SHAFT WITH HOLDING SLEEVE," $2,565 ", 272 ,  ,  ,  
SCREWDRIVER CRUCIFORM WITH HOLDING SLEEVE," $1,280 ", 272 ,  ,  ,  
SCREWDRIVER HEXAGONAL," $1,034 ", 272 ,  ,  ,  
SCREWDRIVER HEXAGONAL 2.5MM WITH ERGONOMIC HANDLE, $922 , 272 ,  ,  ,  
SCREWDRIVER HEXAGONAL 3.5MM WIDTH ACROSS FLATS LARGE," $1,099 ", 272 ,  ,  ,  
SCREWDRIVER HEXAGONAL LARGE LONG, $935 , 272 ,  ,  ,  
SCREWDRIVER HEXAGONAL LARGE SHAFT/LONG, $716 , 272 ,  ,  ,  
SCREWDRIVER HEXAGONAL LARGE WITH T-HANDLE," $1,099 ", 272 ,  ,  ,  
SCREWDRIVER HEXAGONAL LARGE WITH UNIVERSAL JOINT," $2,326 ", 272 ,  ,  ,  
SCREWDRIVER INTER-LOCK  T25/3.5MM HEX/224MM," $3,608 ", 272 ,  ,  ,  
SCREWDRIVER INTER-LOCK  T25/3.5MM HEX/330MM," $3,936 ", 272 ,  ,  ,  
SCREWDRIVER SHAFT 2.5MM SMALL HEXAGON, $210 , 272 ,  ,  ,  
SCREWDRIVER SHAFT 3.5 MM L19.6 CM OD4 MM TRANSTIBIAL HEXA, $776 , 272 ,  ,  ,  
SCREWDRIVER SHAFT 3.5MM PERI-LOC HEXA SELF RETAN AO QUICK," $1,116 ", 272 ,  ,  ,  
SCREWDRIVER SHAFT 43.5 MM HEXAGONAL CANNULATED, $776 , 272 ,  ,  ,  
SCREWDRIVER SHAFT CANNULATED, $800 , 272 ,  ,  ,  
"SCREWDRIVER SHAFT CRUCIFORM , SELF-RETAINING 1.3MM"," $1,785 ", 272 ,  ,  ,  
"SCREWDRIVER SHAFT CRUCIFORM 1.0MM , SELF-RETAINING"," $1,785 ", 272 ,  ,  ,  
SCREWDRIVER SHAFT CRUCIFORM SELF RETAINING 1.5 MM 2 MM SC," $1,785 ", 272 ,  ,  ,  
SCREWDRIVER SHAFT LONG L20 CM OD4 MM TRANSTIBIAL THIN CAN, $776 , 272 ,  ,  ,  
SCREWDRIVER SHAFT T20 PERI-LOC 120MM CLAVICLE INSTRUMENTA," $1,788 ", 272 ,  ,  ,  
SCREWDRIVER SHAFT T25 STARDRIVE 100MM," $1,224 ", 272 ,  ,  ,  
SCREWDRIVER SHAFT T25 STARDRIVE SELF RETAINING 165MM," $1,132 ", 272 ,  ,  ,  
SCREWDRIVER SLEEVE STANDARD, $880 , 272 ,  ,  ,  
SCREWDRIVER SMALL HEXAGONAL LONG, $909 , 272 ,  ,  ,  
SCREWDRIVER SMALL HEXAGONAL SHAFT/LONG, $624 , 272 ,  ,  ,  
SCREWDRIVER SMALL HEXAGONAL WITH HOLDING SLEEVE," $1,273 ", 272 ,  ,  ,  
SCROTAL PAD W/LEG STRAP, $200 , 270 ,  ,  ,  
SEAL NIPPLE FOR CABLES FOR ELECTRIC PEN DRIVE, $345 , 272 ,  ,  ,  
SEAL TAMPER STEAM 1000BX  US906, $200 , 272 ,  ,  ,  
SEALANT HEMOSTATIC FLOSEAL MATRIX 10 ML, $640 , 272 ,  ,  ,  
"SEALANT, PULMONARY, LIQUID"," $1,700 ", 278 ,C2615,  ,  
SEMI FRAME TRUSS, $200 , 270 ,  ,  ,  
SENSOR BISPECTRAL (BIS) 25/BX 2 BX/CS #186-0100, $200 , 272 ,  ,  ,  
SENSOR CABLE," $2,345 ", 272 ,  ,  ,  
SENSOR MONITOR STO2 PORTABLE LCD DISPLAY AC POWER CORD OD," $3,500 ", 272 ,  ,  ,  
SENSOR SMOKE EVACUATOR RAPIDVAC 100-132V," $10,488 ", 272 ,  ,  ,  
"SEPTAL DEFECT IMPLANT SYSTEM, INTRACARDIAC"," $21,650 ", 278 ,C1817,  ,  
SET BASIN DBLE PHS 000112392 10 BX PER CS, $200 , 272 ,  ,  ,  
SET STENT 12CM 4.7FR SOF-FLEX 2 PIGTAIL CURVE URETER HYDR, $383 , 272 ,  ,  ,  
SET STENT 14CM 4.7FR SOF-FLEX 2 PIGTAIL CURVE URETERAL GU, $402 , 272 ,  ,  ,  
SET STENT 16CM 4.7FR SOF-FLEX 2 PIGTAIL CURVE URETERAL GU, $402 , 272 ,  ,  ,  
SET STENT BANDER SOF-FLEX L75 CM OD6 FR URETERAL DIVERSIO, $378 , 272 ,  ,  ,  
SET STENT SOF-FLEX 2 PIGTAIL CURVE L20 CM OD4.7 FR URETER, $508 , 272 ,  ,  ,  
SET STENT SOF-FLEX 2 PIGTAIL CURVE L22 CM OD4.7 FR URETER, $508 , 272 ,  ,  ,  
SET STENT SOF-FLEX HYDROPHILIC PEDIATRIC 2 PIGTAIL CURVE, $377 , 272 ,  ,  ,  
SET STENT SOF-FLEX PED 2 PIGTAIL CURVE SMALL L10 CM OD4.7, $383 , 272 ,  ,  ,  
SET STENT SOF-FLEX PED 2 PIGTAIL CURVE SMALL L10CM OD3, $383 , 272 ,  ,  ,  
SET STENT SOF-FLEX PEDIATRIC 2 PIGTAIL CURVE SMALL L12 CM, $383 , 272 ,  ,  ,  
SET STENT UNIVERSA HYDROPHILIC 2 PIGTAIL CURVE L24 CM OD6, $314 , 272 ,  ,  ,  
SF6 GAS," $4,550 ", 272 ,  ,  ,  
SHAFT 10.0MM FLEXIBLE 440MM," $2,008 ", 272 ,  ,  ,  
SHAFT 5.0MM FLEXIBLE," $9,388 ", 272 ,  ,  ,  
SHAFT 5.0MM FLEXIBLE 620MM," $11,907 ", 272 ,  ,  ,  
SHAFT FOR TREPHINE ATTACHMENTS," $1,476 ", 272 ,  ,  ,  
SHAFT HEX," $2,760 ", 272 ,  ,  ,  
SHEARS #174301 ENDO 5MM MINI, $200 , 272 ,  ,  ,  
SHEARS SURGICAL STILLE-GIERTZ STAINLESS STEEL L10 IN RIB," $1,301 ", 272 ,  ,  ,  
SHEATH ACCESS 12FR CONTINUOUS WORKING CHANNEL DILATION FL, $493 , 272 ,  ,  ,  
SHEATH ACCESS 12FR DILATION CONTINUOUS WORKING CHANNEL FL, $476 , 272 ,  ,  ,  
SHEATH ACCESS 35CM 12FR FLEXOR URETERAL AQ COATED HYDROPH, $493 , 272 ,  ,  ,  
SHEATH ACCESS FLEXOR L55 CM OD12 FR URETERAL DILATION CON, $476 , 272 ,  ,  ,  
SHEATH ELITE ROTATING 25FR," $3,024 ", 272 ,  ,  ,  
SHEATH ENDOSCOPIC ELITE OD25.6 FR OUTER ROTATING CONTINUO," $4,227 ", 272 ,  ,  ,  
SHEATH ENDOSCOPIC GOLD 20MM INNER ROTATING CONTINUOUS FLO," $4,826 ", 272 ,  ,  ,  
SHEATH ENDOSCOPIC GREEN 20.6CM OBTURATOR SLIM OVAL SNAP I," $3,629 ", 272 ,  ,  ,  
SHEATH ENDOSCOPIC PEDIATRIC OD10 FR RESECTOSCOPE OBTURATO," $4,134 ", 272 ,  ,  ,  
SHEATH ENDOSCOPIC SLIMLINE L25 CM OD5.5 MM ODSEC 2.7-3.5M," $4,019 ", 272 ,  ,  ,  
SHEATH ENDOSCOPIC USA ELITE SYSTEM II L20.6 CM OD17-25 FR," $3,629 ", 272 ,  ,  ,  
SHEATH ENDOSCOPIC USA ELITE SYSTEM II STANDARD L20.6 CM O," $3,629 ", 272 ,  ,  ,  
SHEATH ENDOSCOPIC USA ELITE SYSTEM OD22 FR VISUAL OBTURAT," $6,183 ", 272 ,  ,  ,  
SHEATH ENDOSCOPIC USA ELITE SYSTEM OD27.6 FR ROTATING CON," $4,826 ", 272 ,  ,  ,  
SHEATH ENDOSCOPIC USA ELITE SYSTEM STANDARD L20.6 CM OD17," $3,629 ", 272 ,  ,  ,  
SHEATH GUIDING CHECK FLO FLEXOR HYDROPHILIC .018/.038 IN, $232 , 272 ,  ,  ,  
SHEATH SET, $200 , 270 ,  ,  ,  
SHEATH SUCTION/IRRIGATION USA ELITE SYSTEM OD27.6 FR OUTE," $4,227 ", 272 ,  ,  ,  
SHEETING SILASTIC REUNION L8 IN X W6 IN X H.4 IN REINFORC, $600 , 272 ,  ,  ,  
SHEETING SILASTIC SILICONE THK.2 IN L8 IN X W6 IN REINFOR, $560 , 272 ,  ,  ,  
SHELF STORAGE W39.5 IN X H1 15/16 IN D21 9/16 IN C300 LB, $253 , 272 ,  ,  ,  
SHELVE - SAUDER ASPEN CRED," $1,196 ", 272 ,  ,  ,  
SHIELD EYE UNIVERSAL PEDIATRIC, $221 , 272 ,  ,  ,  
SHIELD LG DISK SPLASH  207 70, $200 , 272 ,  ,  ,  
SHIELD TRANSFER LARGE, $371 , 272 ,  ,  ,  
SHIN CALF LACER NON MOLDED, $200 , 270 ,  ,  ,  
SHIN MOLDED LEATHR TIBIAL LACR, $200 , 270 ,  ,  ,  
SHIN PRETIBIAL PLASTIC SHELL, $200 , 270 ,  ,  ,  
SHIN THERMOPLAST MOLD FORELEG, $200 , 270 ,  ,  ,  
SHIPPING, $300 , 272 ,  ,  ,  
SHLDR HIP SPICA MINER RISS-BIV, $200 , 270 ,  ,  ,  
SHLDR SPICA, $200 , 270 ,  ,  ,  
SHOES, $200 , 270 ,  ,  ,  
SHORT ARM ANTERIOR SPLINT, $200 , 270 ,  ,  ,  
SHORT ARM CAST ELBOW FINGERS, $200 , 270 ,  ,  ,  
SHORT ARM POSTER MOLD SPLINT, $200 , 270 ,  ,  ,  
SHORT CANNULATED NAIL FOR PELVIC C-CLAMP II," $1,959 ", 272 ,  ,  ,  
SHORT COMPRESSION DEVICE FOR TI CANNULATED TIBIAL NAILS-E," $1,647 ", 272 ,  ,  ,  
SHORT LEG CALF TO FOOT, $200 , 270 ,  ,  ,  
SHORT LEG POST MOLDED SPLINT, $200 , 270 ,  ,  ,  
SHORT LEG WALKING CAST, $200 , 270 ,  ,  ,  
SHORT LEG/BELOW KNEE TO TOES, $200 , 270 ,  ,  ,  
SHORT MEDIUM BLD(18.5MMX9.0MM), $202 , 272 ,  ,  ,  
SHORT NARROW BLD(18.0MMX5.5MM), $202 , 272 ,  ,  ,  
SHORT QC ROD," $6,792 ", 272 ,  ,  ,  
SHORT RECP BL (14.5MM CT EG) S, $277 , 272 ,  ,  ,  
SHORT TAPERED RECIP BLADE EA, $277 , 272 ,  ,  ,  
SHOULDER PULLEY, $200 , 290 ,  ,  ,  
SHOULDER SLING, $200 , 270 ,  ,  ,  
SHOULDR AC SEPARATION ORTHOSIS, $200 , 270 ,  ,  ,  
SHOULDR ADDUCTION RESTRAINER, $200 , 270 ,  ,  ,  
SHOULDR BRACE, $200 , 274 ,  ,  ,  
SHOULDR DISART PLAS W/SHLD CAP, $200 , 270 ,  ,  ,  
SHOULDR IMMOBILIZER, $200 , 274 ,  ,  ,  
SHOULDR RING PHALANGE CST PROC, $200 , 270 ,  ,  ,  
SHOWER CHAIR, $200 , 290 ,  ,  ,  
SHOWER HOSE, $200 , 290 ,  ,  ,  
SHOWER SHIELDS, $200 , 270 ,  ,  ,  
SHROUD HIHG VACUUM 10 CS 206 10, $200 , 272 ,  ,  ,  
SHUNT CARDIOVASCULAR 31CM 9FR PRUITT F3 CAROTID OUTLYING," $2,276 ", 272 ,  ,  ,  
SHUNT CARDIOVASCULAR PRUITT F3 L31 CM OD8 FR CAROTID OUTL," $2,156 ", 272 ,  ,  ,  
SHUNT CAROTID SUNDT SILICONE L30 CM L10 CM OD3.5-5 MM TEM," $1,904 ", 272 ,  ,  ,  
SHUNT CAROTID SUNDT SILICONE L30 CM OD3.5-5 MM TEMPORARY," $1,545 ", 272 ,  ,  ,  
SHUNT CAROTID SUNDT SILICONE L30 CM OD4-5 MM ODSEC5.5-6.3," $1,500 ", 272 ,  ,  ,  
SHUNT NEUROSURGICAL SPETZLER SILICONE ADULT L80 CM OD14 G," $3,528 ", 272 ,  ,  ,  
SHUNT NON-INVASIVE 55449," $11,310 ", 272 ,  ,  ,  
SIDE CUT (SHANNON) 2.1MM ELITE, $604 , 272 ,  ,  ,  
SIDE CUT (SHANNON) 2.5MM ELITE, $604 , 272 ,  ,  ,  
SIERRA 2 LOAD VO LYRE SHAPE, $200 , 270 ,  ,  ,  
SIERRA APRL VC LYRE SHAPE, $200 , 270 ,  ,  ,  
SILESIAN BANDAGE BELT, $200 , 270 ,  ,  ,  
SILIKON 1000 SILICONE OIL VIAL 8.5ML SOLUTION OPHTHALMIC," $1,980 ", 272 ,  ,  ,  
SILIKON OIL 8.5ML," $1,980 ", 272 ,  ,  ,  
SILVADENE, $200 , 270 ,  ,  ,  
SINGLE AXIS ANKLE AND FOOT, $200 , 270 ,  ,  ,  
SINGLE AXIS FOOT, $200 , 270 ,  ,  ,  
SINGLE AXIS/HYDRA CADENCE FOOT, $200 , 270 ,  ,  ,  
SINGLE PIVOT HINGES, $200 , 270 ,  ,  ,  
SINGLE POINT, $200 , 270 ,  ,  ,  
SINGLE SPICA CAST, $200 , 270 ,  ,  ,  
SIPPY CUPS, $200 , 270 ,  ,  ,  
SITZ BATH, $200 , 290 ,  ,  ,  
SIZER SILICONE M DESIGN MALAR NON SET, $797 , 272 ,  ,  ,  
SIZEWISE GEL OR PAD," $13,800 ", 272 ,  ,  ,  
SIZING TEMPLATE F/2.4MM VA-LCP 2-COL DSTL RAD PL 6H HD/LT," $2,788 ", 272 ,  ,  ,  
SIZING TEMPLATE F/2.4MM VA-LCP 2-COL DSTL RAD PL 6H HD/RT," $2,788 ", 272 ,  ,  ,  
SIZING TEMPLATE F/2.4MM VA-LCP 2-COL DSTL RAD PL 7H HD/LT," $2,788 ", 272 ,  ,  ,  
SIZING TEMPLATE F/2.4MM VA-LCP 2-COL DSTL RAD PL 7H HD/RT," $2,788 ", 272 ,  ,  ,  
SIZING TEMPLATE F/2.4MM VA-LCP 2-COL DSTL RAD PL NRW6H," $2,972 ", 272 ,  ,  ,  
SIZING TEMPLATE F/2.4MM VA-LCP VOLAR RIM DST RAD PL/6H, $984 , 272 ,  ,  ,  
SIZING TEMPLATE F/2.4MM VA-LCP VOLAR RIM DSTL RAD PL/6H, $984 , 272 ,  ,  ,  
SIZING TEMPLATE F/2.4MM VA-LCP VOLAR RIM DSTL RAD PL/7H H, $984 , 272 ,  ,  ,  
SIZING TEMPLATE FOR LCP(TM) CLAVICLE HOOK PL 12MM DEPTH L," $3,113 ", 272 ,  ,  ,  
SIZING TEMPLATE FOR LCP(TM) CLAVICLE HOOK PL 12MM DEPTH R," $3,113 ", 272 ,  ,  ,  
SIZING TEMPLATE FOR LCP(TM) CLAVICLE HOOK PL 15MM DEPTH L," $3,113 ", 272 ,  ,  ,  
SIZING TEMPLATE FOR LCP(TM) CLAVICLE HOOK PL 15MM DEPTH R," $3,113 ", 272 ,  ,  ,  
SIZING TEMPLATE FOR LCP(TM) CLAVICLE HOOK PL 18MM DEPTH L," $3,113 ", 272 ,  ,  ,  
SIZING TEMPLATE FOR LCP(TM) CLAVICLE HOOK PL 18MM DEPTH R," $3,113 ", 272 ,  ,  ,  
SKID BONE 30.5CM STAINLESS STEEL MURPHY-LANE 2 END NONSTE," $1,601 ", 272 ,  ,  ,  
SKID SURGICAL MURPHY-LANE HIP BONE SKID, $228 , 272 ,  ,  ,  
SKIN SUBST INTEGRA MESH BILAYER MATRIX PER SQ CM, $143 , 636 ,C9363,  ,  
"SKIN SUBSTITUTE, NOT OTHERWISE SPECIFIED"," $3,384 ", 636 ,Q4100,  ,  
SKIRT RADIOLOGY GREENLITE FEMALE SMALL 2 WELT POCKET VELC," $2,240 ", 272 ,  ,  ,  
SLEEVE  100/CS, $200 , 272 ,  ,  ,  
SLEEVE COMPRESSION FRAG-LOC, $660 , 272 ,  ,  ,  
SLEEVE FOR 03.226.033, $555 , 272 ,  ,  ,  
SLEEVE FOR 03.227.033, $643 , 272 ,  ,  ,  
SLEEVE LOCKING OD2.3 MM SCREW TAB," $1,044 ", 272 ,  ,  ,  
SLEEVE POSITIONER F/4.0MM 5.0MM ASLS SLEEVES," $1,129 ", 272 ,  ,  ,  
SLEEVE POSITIONER F/6.0MM ASLS SLEEVES," $1,129 ", 272 ,  ,  ,  
SLEEVE RADIALLY EXPANDABLE VERSASTEP #VS101000, $200 , 272 ,  ,  ,  
SLEEVE RESORBABLE FOR 4.0MM ANGULAR STABLE LCKNG SCR, $738 , 272 ,  ,  ,  
SLEEVE RESORBABLE FOR 5.0MM ANGULAR STABLE LCKNG SCR, $738 , 272 ,  ,  ,  
SLEEVE SURGICAL TOOLBOX 2.4 MM OD2 MM ACL PARALLEL GUIDE," $1,156 ", 272 ,  ,  ,  
SLIDING BOARD, $200 , 290 ,  ,  ,  
SLIDING CARRIAGE FOR MEDIUM DISTRACTOR," $2,110 ", 272 ,  ,  ,  
SLIDING MECHANISM," $19,474 ", 272 ,  ,  ,  
SLING CVA, $200 , 270 ,  ,  ,  
SLING OPERATING TABLE JACKSON, $440 , 272 ,  ,  ,  
SLING TRANSVAGINAL ADVANTAGE FIT FEMALE 2.7 MM CURVE MIDU," $4,380 ", 272 ,  ,  ,  
SLING UROLOGICAL MINIARC PRECISE," $4,981 ", 272 ,  ,  ,  
SLING VAGINAL STRAIGHT-IN POLYPROPYLENE MESH SACRAL PROLA," $5,187 ", 272 ,  ,  ,  
SLINGS KODEL, $200 , 270 ,  ,  ,  
SLINGS SPRINGS, $200 , 270 ,  ,  ,  
SLIP ON TYPING AID, $200 , 270 ,  ,  ,  
SLIP SOCKET, $200 , 270 ,  ,  ,  
SLN SOLUTION (943795), $200 , 270 ,  ,  ,  
SLOTTED BOLT RACK, $368 , 272 ,  ,  ,  
SLVLESS BRIEF INC BUTT BURN 3, $200 , 274 ,  ,  ,  
SLVLESS SUIT TO KNEE BURN 5, $200 , 274 ,  ,  ,  
SLVLESS VEST/ WAIST 1.7, $200 , 274 ,  ,  ,  
SM FRAG LCP SCR RACK F/3.5MM HEXDRV CRTX SCREWS - NYLON," $2,126 ", 272 ,  ,  ,  
SM FRAG LCP SCR RACK F/3.5MM STRDRV CRTX SCREWS - NYLON," $2,126 ", 272 ,  ,  ,  
SMALL ANCHORING HOOK 30MM, $470 , 272 ,  ,  ,  
SMALL BONE HOOK 230MM," $1,126 ", 272 ,  ,  ,  
SMALL FRAGMENT LCP CANNULATED SCREW RACK - NYLON COATED," $2,126 ", 272 ,  ,  ,  
SMALL MODULE FOR LCP RADIAL HEAD INSTRUMENTS & IMPLANTS," $2,979 ", 272 ,  ,  ,  
SMOOTH WIRE 1.5MM DIA HALF POINT TIP, $294 , 272 ,  ,  ,  
SMOOTH WIRE 2.0MM DIA HALF POINT TIP, $294 , 272 ,  ,  ,  
SMOOTH WIRE/1.8MM DIAMETER 400MM LONG, $294 , 272 ,  ,  ,  
SMT IZATION CASE," $3,227 ", 272 ,  ,  ,  
SNARE SURGICAL 10IN BRUENING NASAL, $219 , 272 ,  ,  ,  
SOAPER SPONGE, $200 , 270 ,  ,  ,  
SOCKET AIR CUSH SUPRA CONDYLAR, $200 , 270 ,  ,  ,  
SOCKET AIR CUSHION, $200 , 270 ,  ,  ,  
SOCKET CANNULATED HEXAGONAL 11MM," $1,801 ", 272 ,  ,  ,  
SOCKET HEXAGONAL 11MM WIDTH ACROSS FLATS," $1,536 ", 272 ,  ,  ,  
SOCKET PLASTIC W/HIP JNT REPR, $200 , 270 ,  ,  ,  
SOCKET PLUS CLARK, $747 , 272 ,  ,  ,  
SOCKET QUADRILATERAL ADJUST, $200 , 270 ,  ,  ,  
SOCKET WRENCH 11MM WIDTH ACROSS FLATS," $1,427 ", 272 ,  ,  ,  
SOCKET WRENCH 5.5MM," $1,244 ", 272 ,  ,  ,  
SOCKET WRENCH 7MM WIDTH ACROSS FLATS, $830 , 272 ,  ,  ,  
SOFT CERVICAL COLLAR, $200 , 270 ,  ,  ,  
SOFT COSMETIC LEG COVER, $200 , 270 ,  ,  ,  
SOFTWARE MEDICAL SPHERE, $350 , 272 ,  ,  ,  
SOL RNS (944793), $200 , 270 ,  ,  ,  
SOL SLT BRIDGE (943794), $200 , 270 ,  ,  ,  
SOLE WEDGE EACH, $200 , 270 ,  ,  ,  
SONARA DIGITAL TCD SYSTEM," $99,666 ", 272 ,  ,  ,  
SOUNDER SURGICAL CURVE SPINAL FIXATION SYSTEM, $752 , 272 ,  ,  ,  
SOURCE LIGHT 159MM 17MM 12MM ADOLESCENT LIGHT OVAL," $1,407 ", 272 ,  ,  ,  
SOURCE LIGHT CARRIER TYPE 42J," $1,479 ", 272 ,  ,  ,  
SOURCE LIGHT CARRIER TYPE 45J," $1,479 ", 272 ,  ,  ,  
SOURCE LIGHT CARRIER TYPE 50J," $1,274 ", 272 ,  ,  ,  
SOURCE LIGHT SUNOPTIC 300 300W XENON AUTOMATIC CONTROL UN," $26,502 ", 272 ,  ,  ,  
SOURCE LIGHT VISERA PRO 300W," $43,182 ", 272 ,  ,  ,  
SOURCE LIGHT XENON 300W POWER CORD," $23,137 ", 272 ,  ,  ,  
SOURCE LIGHT XENON REPLACEMENT LAMP MODULE MLX," $3,224 ", 272 ,  ,  ,  
SPACER IIMPLANT," $1,900 ", 278 ,C1713,  ,  
SPARE CENTERING PIN FOR HOLLOW REAMER (309.035), $427 , 272 ,  ,  ,  
SPARE CENTERING PIN FOR HOLLOW REAMER (309.200), $335 , 272 ,  ,  ,  
SPARE CENTERING PIN FOR HOLLOWREAMER (309.150), $335 , 272 ,  ,  ,  
