Itemcode,Description,CDM Revenue Code,CDM Hcpcs,CDM Modifier,Gross Charge,Cash Price,SHS OUTPATIENT [108130006],Note
45010774,HC ED REPAIR FOREARM TENDON/MUSCLE SINGLE EA TENDON CDM,450,25270,,"$14,753.00","$10,327.10",,
45010785,HC ED INSERTION OF CHEST TUBE CDM,450,32551,,"$5,279.00","$3,695.30",,
45010790,HC ED TREAT FRACTURE OF ULNA CDM,450,25530,,"$1,200.00",$840.00,,
45010859,HC ED DRAINAGE OF FINGER ABCESS COMP CDM,450,26011,,"$7,522.00","$5,265.40",,
45010870,HC ED REMOVE TENDON SHEATH LESION CDM,450,26160,,"$7,414.00","$5,189.80",,
45010963,HC ED CLOSED TX ARTICULAR FRACTURE W/O MANIP CDM,450,26740,,"$1,200.00",$840.00,,
45010996,HC ED CLOSED TX DISTAL PHALANG FX FINGER/THUMB W/MANIP TUFT FX CDM,450,26755,,"$1,200.00",$840.00,,
45011016,HC ED WOUND CLOSURE BY ADHESIVE CDM,450,G0168,,$410.00,$287.00,,
45013005,HC ED TREATMENT OF ANKLE FRACTURE W/O MANIP CDM,450,27808,,"$1,200.00",$840.00,,
45013015,HC ED CLOSED TX OF ANKLE FRACTURE TRIMALL W/MANIP CDM,450,27818,,"$8,175.00","$5,722.50",,
45013069,HC ED TREAT BIG TOE FRACTURE W/MANIPULATION CDM,450,28495,,"$1,200.00",$840.00,,
45013077,HC ED TREAT SESAMOID BONE FRACTURE CDM,450,28530,,"$1,200.00",$840.00,,
45013084,HC ED TREAT FOOT DISLOCATION W/O ANESTH CDM,450,28600,,"$1,200.00",$840.00,,
45013151,HC ED WINDOWING OF CAST CDM,450,29730,,$776.00,$543.20,,
45013172,"HC ED DRAINAGE OF MOUTH LESION, COMPL CDM",450,40801,,"$2,696.00","$1,887.20",,
45013216,"HC ED REPAIR LIP, FULL THICKNESS OVER ONE-HALF VERTICAL HEIGHT, OR COMPLEX CDM",450,40654,,"$6,292.00","$4,404.40",,
45013220,HC ED REPAIR MOUTH LACERATION <2.5CM CDM,450,40830,,"$1,083.00",$758.10,,
45014005,HC ED I+D FINGER ABSC-SIM-FA CDM,450,26010,,$938.00,$656.60,,
51010094,HC BIOPSY OF LIP,510,40490,,"$1,083.00",$758.10,$591.00,
51010133,HC NERVE BLOCK INJ SUPRASCAPULAR,510,64418,,"$3,484.00","$2,438.80","$1,901.00",
51010137,HC INJECTION TREATMENT OF NERVE SUPERIOR HYPOGASTRIC PLEXUS,510,64681,,"$4,326.00","$3,028.20",,
51010348,HC REMOVAL OF PILONIDAL LESION,510,11772,,"$13,726.00","$9,608.20","$7,487.00",
51010360,HC EXC ARM/ELBOW LES SC < 3 CM,510,24075,,"$7,522.00","$5,265.40","$4,103.00",
51010414,HC SHAVE SKIN LESION 0.5 CM OR LESS FACE ERS EYLD NSE LPS MUC,510,11310,,$938.00,$656.60,$512.00,
51010417,HC EXC TR-EXT B9+MARG 0.5 < CM,510,11400,,"$3,233.00","$2,263.10","$1,764.00",
51010420,HC TRIM SKIN LESIONS OVER 4,510,11057,,$938.00,$656.60,$512.00,
51010434,HC EXC H-F-NK-SP MLG+MARG 1.1-2,510,11622,,"$3,233.00","$2,263.10","$1,764.00",
51010437,HC EXC FACE-MM MALIG+MARG 0.6-1,510,11641,,"$3,233.00","$2,263.10","$1,764.00",
51010442,HC ADDED SKIN LESIONS INJECTION,510,11901,,$938.00,$656.60,$512.00,
51010458,HC REMOVAL OF BREAST LESION 1OR MORE LESION,510,19120,,"$15,214.00","$10,649.80","$8,299.00",
51010463,HC EXC TR-EXT MLG+MARG 2.1-3 CM,510,11603,,"$3,233.00","$2,263.10","$1,764.00",
51010473,HC IMPLANT NEUROELECTRODES,510,64555,,"$17,050.00","$11,935.00","$9,300.00",
75010050,HC GASTROESOPHAGEAL REFLUX TEST,750,91034,,"$2,496.00","$1,747.20","$1,362.00",
76110171,HC DRAINAGE ABSCESS COMPLICATED/MULTIPLE,761,10061,,"$1,762.00","$1,233.40",$961.00,
76110217,HC NEG PRESSURE WOUND THERAPY NON DME GTE 50 SQ CM,761,97608,,"$1,895.00","$1,326.50","$1,033.00",
76110258,HC DESTRUCTION OF SKIN LESIONS,761,17283,,"$1,762.00","$1,233.40",$961.00,
76110275,HC EXC LEG/ANKLE TUM < 3 CM,761,27618,,"$7,522.00","$5,265.40","$4,103.00",
76110316,HC PUNCH BIOPSY SKIN SINGLE LESION,761,11104,,"$1,051.00",$735.70,$574.00,
76110324,HC DESTRUCTION OF SKIN LESIONS OTHER M >4,761,17276,,"$1,762.00","$1,233.40",$961.00,
76110454,HC DEBRIDEMENT NAIL ANY METHOD 6/>^,761,11721,,$582.00,$407.40,$318.00,
76110468,HC RMVL DEVITAL TISS N-SLCTV DBRDMT W/O ANES 1 SESS,761,97602,,$938.00,$656.60,$512.00,
92010002,HC GUIDE NERV DESTR NEEDLE EMG,920,95874,,$582.00,$407.40,$318.00,
94010050,HC INSERT BLADDER CATHETER,940,51701,,$582.00,$407.40,$318.00,
94210049,HC MEDICAL NUTRITION GROUP EA 30 MIN,942,97804,,$90.00,$63.00,,
36010123,HC NEEDLE BX MUSCLE,361,20206,,"$7,522.00","$5,265.40","$4,103.00",
36010130,HC DRAIN/INJECT JOINT/BURSA SMALL W/O ULTRASOUND GUIDANCE,361,20600,,"$1,406.00",$984.20,$767.00,
36010241,HC CHEMODENERV TRUNK MUSC 6/>,361,64647,,"$3,484.00","$2,438.80","$1,901.00",
36010354,"HC BIOPSY OF THYROID, EA ADD'L",360,60100,51,"$3,233.00","$2,263.10","$1,764.00",
36011050,HC DESTRUCTION OF SKIN LESIONS TNK/ARM/LG M >4,360,17266,,"$1,762.00","$1,233.40",$961.00,
36011072,HC EXC NECK LES SC 3+ CM,360,21552,,"$7,522.00","$5,265.40","$4,103.00",
36110072,HC INJECT EPIDURAL PATCH,361,62273,,"$3,484.00","$2,438.80","$1,901.00",
36110085,HC BRONCHOSCOPY PERCUTANEOUS TRACH INSERTION,361,31612,,"$13,212.00","$9,248.40","$7,206.00",
36110100,HC INSERT DRUG IMPLANT DEVICE,361,11981,,"$1,616.00","$1,131.20",$882.00,
36110252,HC INCISIONAL BIOPSY SKIN SINGLE LESION,361,11106,,"$1,974.00","$1,381.80","$1,077.00",
36110283,HC INCISIONAL BIOPSY SKIN EA SEP/ADDITIONAL LESION,361,11107,,$987.00,$690.90,$539.00,
36110426,HC INSERT TUNNELED CV CATH W/PORT < 5,361,36560,,"$14,238.00","$9,966.60","$7,767.00",
26010001,HC INSERTION PICC W/O IMG GDN 5 YR/>,260,36569,,"$5,279.00","$3,695.30","$2,880.00",
36010061,HC CHANGE URETER STENT PERCUT,360,50382,,"$9,988.00","$6,991.60","$5,448.00",
36010132,HC ASPIRATE/INJ GANGLION CYST,361,20612,,"$1,406.00",$984.20,$767.00,
36010142,HC INJECTION EPI STERIOD CERV/THORACIC,360,64479,,"$3,484.00","$2,438.80","$1,901.00",
36010200,HC CHEMODENERV MUSC NECK,361,64616,,"$3,484.00","$2,438.80","$1,901.00",
36010256,HC EPIDURAL LYSIS ON SINGLE DAY,360,62264,,"$4,326.00","$3,028.20","$2,360.00",
36010331,"HC BIOPSY OF SALIVARY GLAND, NEEDLE",361,42400,,"$3,233.00","$2,263.10","$1,764.00",
36010339,HC COMPLEX CYSTOMETROGRAM,361,51726,,"$3,415.00","$2,390.50","$1,863.00",
36010394,HC EXC S/N/H/F/G MAL+MRG 2.1-3,360,11623,,"$7,522.00","$5,265.40","$4,103.00",
36011077,HC EXC THIGH/KNEE LES SC < 3 CM,360,27327,,"$7,522.00","$5,265.40","$4,103.00",
36110005,HC DECLOT VASCULAR DEVICE,361,36593,,"$1,712.00","$1,198.40",$934.00,
36110097,HC BIOPSY SOFT TISSUE OF BACK DEEP,361,21925,,"$7,522.00","$5,265.40","$4,103.00",
36110137,HC PERQ SACRAL AUGMT BILAT INJ W/ IMG GUIDE & BONE BIOPSY,361,0201T,,"$31,630.00","$22,141.00","$17,253.00",
36110217,HC INCISION & DRAINAGE ABSCESS COMPLICATED/MULTIPLE,361,10061,,"$1,762.00","$1,233.40",,
36110240,HC FINE NEEDLE ASPIRATION BX W/O IMG GDN EA ADDL,361,10004,,$987.00,$690.90,$539.00,
36110243,HC FINE NEEDLE ASPIRATION BX W/FLUOR GDN EA ADDL,361,10008,,"$1,617.00","$1,131.90",$882.00,
36110260,HC INSERTION PICC W/RS&I 5 YR/>,361,36573,,"$5,913.00","$4,139.10","$3,226.00",
36110291,HC THERAPEUTIC APHERESIS WHITE BLOOD CELLS^,361,36511,,"$6,557.00","$4,589.90","$3,577.00",
36110436,HC INSERT PICVAD CATH > 5 YEARS,361,36571,,"$14,238.00","$9,966.60","$7,767.00",
36110439,HC REPLACE TUNNELED CV CATH W/PUMP,361,36578,,"$14,950.00","$10,465.00","$7,767.00",
36110442,HC REPLACE TUNNELED CV ACCESS DEVICE,361,36582,,"$14,238.00","$9,966.60","$7,767.00",
36110555,HC APPLICATION OF UNABOOT BIL,361,29580,50,,$0.00,$423.00,
36110560,HC IR INJ TRIGGER POINT(S)1TO2 MUSC,361,20552,,"$1,406.00",$984.20,$767.00,
36110605,HC REPAIR SUPERFICIAL WOUND(S) < 2.5 CM,361,12001,,$938.00,$656.60,$512.00,
36110611,HC BONE BIOPSY TROCAR/NEEDLE,361,20225,,"$7,522.00","$5,265.40","$4,103.00",
36110618,HC DRAIN NECK/CHEST LESION,361,21501,,"$7,522.00","$5,265.40","$4,103.00",
36110667,HC INSERT TUN INTRAPERITONEAL CATH PERC,361,49418,,"$17,346.00","$12,142.20","$9,462.00",
36110716,HC N BLOCK INJ SCIATIC SNG,361,64445,,"$3,484.00","$2,438.80","$1,901.00",
36110809,HC FACET INJ L/S SPINE SINGLE LEVEL,361,64493,,"$4,326.00","$3,028.20","$2,360.00",
36110817,HC NUCLEOPLASTY SINGLE/MULTIPLE,361,62287,,"$24,973.00","$17,481.10","$13,622.00",
36111013,HC PERC RADIO FREQ ABLATION RENAL TUMOR,361,50592,,"$25,420.00","$17,794.00","$13,866.00",
36111070,HC NERVE BLOCK INJ AXILLARY,361,64417,,"$3,484.00","$2,438.80","$1,901.00",
26010006,HC COLLECT BLOOD FROM PICC,260,36592,,$582.00,$407.40,$318.00,
36010070,HC INJS TRANSFOR CER/THOR EA ADD LVL,361,64480,,"$2,998.00","$2,098.60",$814.00,
36010112,HC DRAIN BREAST LESION ADD-ON,361,19001,,$564.00,$394.80,$538.00,
36010235,HC CHEMODENER MUSCLE LARYNX,361,64617,,"$1,406.00",$984.20,$767.00,
36010238,HC CHEMODENERV 1 EXT 5/> MUSC,361,64644,,"$3,484.00","$2,438.80","$1,901.00",
36010347,HC REOPEN FALLOPIAN TUBE,360,58345,,"$12,619.00","$8,833.30","$6,884.00",
36010556,HC EXC BACK LES SC < 3 CM,360,21930,,"$7,522.00","$5,265.40",,
36011024,HC REMOVE INT/EXT HEM 1 GROUP,360,46255,,"$13,110.00","$9,177.00","$7,151.00",
36011180,HC REMOVE VAGINA GLAND LESION,360,56740,,"$11,319.00","$7,923.30",,
36110036,HC THER APHERESIS W/EXTRACORPOREAL IMMUNOADSORPTION^,361,36516,,"$18,159.00","$12,711.30","$9,905.00",
36110062,HC FINE NEEDLE ASPIRATION BX W/O IMG GDN 1ST LESION,361,10021,,"$1,762.00","$1,233.40",$961.00,
36110112,HC PLACE GASTROSTOMY TUBE PERC,361,49440,,"$8,028.00","$5,619.60","$4,379.00",
36110115,HC REPLACE DUOD/JEJ TUBE PERC,361,49451,,"$4,090.00","$2,863.00","$2,231.00",
36110118,HC FLUORO EXAM OF G/COLON TUBE,361,49465,,"$1,331.00",$931.70,$726.00,
36110140,HC TRLUML PERIP ATHRC ABD AORTA,361,0236T,,"$59,174.00","$41,421.80","$32,277.00",
36110166,HC INSERT PLEURAL CATH,361,32550,,"$17,346.00","$12,142.20","$9,462.00",
36110246,HC FINE NEEDLE ASPIRATION BX W/MR GDN 1ST LESION,361,10011,,"$3,621.00","$2,534.70","$1,976.00",
36110249,HC TANGENTIAL BIOPSY SKIN EA SEP/ADDITIONAL LESION,361,11103,,$526.00,$368.20,$287.00,
36110367,HC REMOVE AORTIC ASSIST DEVICE,361,33968,,"$3,901.00","$2,730.70","$3,707.00",
36110418,HC INSERT NON-TUNNEL CV CATH > 5,361,36556,,"$5,279.00","$3,695.30","$2,880.00",
36110445,HC REMOVAL TUNNELED CV CATH,361,36589,,"$3,568.00","$2,497.60","$1,962.00",
36110450,HC INJECTION SINGLE/MLT TRIGGER POINT 3/> MUSCLES,361,20553,,"$1,406.00",$984.20,$767.00,
36110530,HC DESTRUCTION NEUROLYTIC AGT GENICULAR NERVE W/IMG CDM,361,64624,,"$10,445.00","$7,311.50","$5,167.00",
36110587,HC INJECTION AA&/STRD GENICULAR NRV BRANCHES W/IMG CDM,361,64454,,"$3,484.00","$2,438.80","$1,901.00",
36110622,HC INSERTION OF CHEST TUBE,361,32551,,"$5,279.00","$3,695.30","$2,880.00",
36110683,HC DRAIN BL W/CATH INSERTION,361,51102,,"$9,988.00","$6,991.60","$5,448.00",
36110695,HC INJECTION INTO BRAIN CANAL,361,61055,,"$1,550.00","$1,085.00",$767.00,
36110723,HC INJ PARAVERT F JNT C/T 1 LEV,361,64490,,"$4,326.00","$3,028.20","$2,360.00",
36110726,HC INJ PARAVERT F JNT C/T 2 LEV BILAT,361,64491,50,"$2,985.00","$2,089.50",$618.00,
36110730,HC INJ PARAVERT F JNT L/S 2 LEV,361,64494,,"$1,912.00","$1,338.40",$583.00,
36111018,HC CYSTOMETROGRAM W/VP,361,51728,,"$3,415.00","$2,390.50","$1,863.00",
36111021,"HC ANAL/URINARY MUSCLE STUDY, NO NEEDLE",361,51784,,$776.00,$543.20,$423.00,
36111076,HC INJ FORAMEN EPIDURAL LUMBAR/SACRAL BILATERAL,361,64483,50,"$4,326.00","$3,028.20","$2,360.00",
36111084,HC DELIVERY PLACENTA SEPARATE PROCEDURE^,361,59414,,"$1,657.00","$1,159.90","$1,506.00",
36111124,HC THORACENTESIS NEEDLE/CATH PLEURA W/O IMAGING,361,32554,,"$4,090.00","$2,863.00","$2,231.00",
36111155,HC CHEMODERVATE FACIAL/TRIGEM/CERV MUSC MIGRAINE,361,64615,,"$1,406.00",$984.20,$767.00,
36111236,HC MYELOGRAPHY LUMBAR INJECTION LUMBOSAC S&I,361,62304,,"$2,958.00","$2,070.60","$1,464.00",
36111276,HC REVISION OF PERITONEAL VENOUS SHUNT,361,49426,,"$17,346.00","$12,142.20","$9,462.00",
36111281,HC NJX ANES TRIGEMINAL NRV ANY DIV/BRANCH,361,64400,,"$1,406.00",$984.20,,
36112018,HC FIXATION OF KNEE JOINT,361,27570,,"$7,414.00","$5,189.80","$4,044.00",
36114046,HC INJ INTERLAMINAR CRV/THRC W/O IMG,361,62320,,"$3,561.00","$2,492.70","$1,942.00",
36119099,"HC PLMT URETERAL STENT PRQ, PRE-EXISTING TRACT",361,50693,,"$16,952.00","$11,866.40","$8,387.00",
41010261,HC EXPIRATORY PRESSURE VALVE THERAPY INITIAL,410,94667,,$582.00,$407.40,$318.00,
42010083,HC APPLY MULTLAY COMPRS LWR LEG - BIL,420,29581,50,$776.00,$543.20,$423.00,
42010166,HC RMVL DEVITAL TIS 20 CM/<,420,97597,,$938.00,$656.60,$512.00,
45010017,HC ED INJECTION AA&/STRD GENICULAR NRV BRANCHES W/IMG CDM,450,64454,,"$3,484.00","$2,438.80",,
45010037,HC ED EXC B9 LESION MRGN XCP SK TG T/A/L 2.1-3.0 CM CDM,450,11403,,"$3,233.00","$2,263.10",,
45010040,HC ED EXC B9 LES MRGN XCP SK TG F/E/E/N/L/M 1.1-2.0CM CDM,450,11442,,"$3,233.00","$2,263.10",,
45010064,HC ED OPEN TX FRACTURE PHALANX/PHALANGES NOT GREAT TOE CDM,450,28525,,"$14,753.00","$10,327.10",,
45010067,HC ED CATHETER ASPIRATION NASOTRACHEAL SPX CDM,450,31720,,$982.00,$687.40,,
45010087,HC ED XTRORAL I&D ABSC CST/HMTMA FLOOR MOUTH SUBMNDB CDM,450,41017,,"$13,212.00","$9,248.40",,
45010093,HC ED INTRODUCTION LONG GI TUBE SEPARATE PROCEDURE CDM,450,44500,,"$4,090.00","$2,863.00",,
45010108,HC ED SPINAL PUNCTURE THER DRAIN CEREBROSPINAL FLUID CDM,450,62272,,"$3,841.00","$2,688.70",,
45010139,HC ED TX PELVIC FX W/O MANIP CDM,450,27197,,"$1,200.00",$840.00,,
45010190,HC ED CLTX POST ANKLE FX W/MANIPULATION CDM,450,27768,,"$7,414.00","$5,189.80","$4,044.00",
45010198,HC ED CLOSED TREATMENT OF ANKLE FRACTURE W/O MANIP CDM,450,27786,,"$1,200.00",$840.00,,
45010245,HC ED PERQ REPLACEMENT GTUBE NOT REQ REVJ GSTRST TRC CDM,450,43762,,"$1,470.00","$1,029.00",$802.00,
45010255,HC ED CLOSED TREATMENT COCCYGEAL FRACTURE CDM,450,27200,,"$1,200.00",$840.00,,
45010312,HC ED DRAINAGE OF PILONIDAL CYST COMPLICATED CDM,450,10081,,"$3,233.00","$2,263.10",,
45010316,HC ED DRAINAGE OF HEMA/FLUID CDM,450,10140,,"$7,522.00","$5,265.40",,
45010338,HC ED EXC B9 LESION MRGN XCP SK TG S/N/H/F/G 1.1-2.0CM CDM,450,11422,,"$7,522.00","$5,265.40",,
45010347,HC ED DEBRIDE NAIL 6 OR MORE CDM,450,11721,,$582.00,$407.40,,
45010365,HC ED REPAIR SUPERFICIAL WOUND(S) 12.6 TO 20.0CM FACE ERS EYLD NSE LPS MUC CDM,450,12016,,$938.00,$656.60,,
45010370,HC ED CLOSURE OF SPLIT WOUND SIMPLE CLOSURE CDM,450,12020,,"$2,762.00","$1,933.40",,
45010373,HC ED INTMD WND REPAIR S/TR/EXT 2.6 TO 7.5CM CDM,450,12032,,"$1,762.00","$1,233.40",,
45010388,HC ED INTMD WND REPAIR FACE/MM 7.5 TO 12.5CM CDM,450,12054,,"$1,762.00","$1,233.40",,
45010391,HC ED INTMD WND REPAIR FACE/MM >30CM CDM,450,12057,,"$1,762.00","$1,233.40",,
45010394,"HC ED REPAIR WOUND/LESION ADD-ON EA ADD 5CM COMPLEX, TRUNK CDM",450,13102,,$818.00,$572.60,,
45010423,HC ED IRRIGATION OF BLADDER CDM,450,51700,,"$1,312.00",$918.40,,
45010428,HC ED DRAINAGE OF URETHRA ABSCESS CDM,450,53060,,"$9,988.00","$6,991.60",,
45010455,HC ED REMOVE INTRAUTERINE DEVICE CDM,450,58301,,"$1,684.00","$1,178.80",,
45010460,HC ED NERVE BLOCK INJ FACIAL CDM,450,64402,,"$1,616.00","$1,131.20",,
45010465,HC ED NERVE BLOCK INJ PLANTAR DIGIT CDM,450,64455,,"$1,406.00",$984.20,,
45010496,HC ED CLOSED TREAT PATELLAR FRACTURE W/O MANIPULATION CDM,450,27520,,"$1,200.00",$840.00,,
45010502,"HC ED REPAIR WOUND/LESION ADD-ON 5CM CMPLX, FRHD CKS SHN MTH NK AX GEN HND CDM",450,13133,,$818.00,$572.60,,
45010506,HC ED REPAIR WOUND/LESION ADD-ON 5CM CMPLX EYLD NS ERS LIP CDM,450,13153,,$818.00,$572.60,,
45010535,HC ED REMOVAL OF FOREIGN BODY COMPLEX CDM,450,20525,,"$7,522.00","$5,265.40",,
45010540,HC ED INJECT TRIGGER POINTS =/> 3 CDM,450,20553,,"$1,406.00",$984.20,$767.00,
45010544,HC ED FLUID PRESSURE MUSCLE CDM,450,20950,,"$3,233.00","$2,263.10",,
45010590,HC ED TREAT HUMERUS FRACTURE TUBEROSITY W/O MAN CDM,450,23620,,"$1,200.00",$840.00,,
45010596,HC ED TREAT SHOULDER DISLOCATION W/MANIP & ANNES CDM,450,23655,,"$7,414.00","$5,189.80",,
45010704,HC ED REPAIR ARM TENDON/MUSCLE CDM,450,24341,,"$31,630.00","$22,141.00",,
45010756,HC ED CLOSED TX RADIUS HD FRACTURE CDM,450,24655,,"$7,414.00","$5,189.80",,
45010769,HC ED REMOVE FOREARM FOREIGN BODY - WRIST/FOREARM CDM,450,25248,,"$14,753.00","$10,327.10",,
45010782,HC ED TREAT FRACTURE OF RADIUS W/MANIPULATION CDM,450,25505,,"$7,414.00","$5,189.80",,
45010832,HC ED TREAT WRIST DISLOCATION W/MANIPULATION CDM,450,25660,,"$1,200.00",$840.00,,
45010851,HC ED CLOSED TX FINGER DISLOCATION W/O ANESTH CDM,450,26770,,"$1,200.00",$840.00,,
45010931,HC ED DEBRIDEMENT OPEN WOUND 20 SQ CM/< CDM,450,97597,,$938.00,$656.60,,
45010949,HC ED FINE NEEDLE ASPIRATION W/O IMAGING GUIDANCE CDM,450,10021,,"$1,762.00","$1,233.40",,
45013054,HC ED TREATMENT OF ANKLE FRACTURE W/MANIPULATION CDM,450,28435,,"$7,414.00","$5,189.80",,
45013063,HC ED TREAT METATARSAL FRACTURE W/O MANIPULATION CDM,450,28470,,"$1,200.00",$840.00,,
45013075,HC ED TREATMENT OF TOE FRACTURE PHALANX CDM,450,28510,,"$1,200.00",$840.00,,
45013135,HC ED STRAPPING OF KNEE CDM,450,29530,,$347.00,$242.90,,
45013147,HC ED REMOVE OR BIVALVE CAST-ARM OR LEG CDM,450,29705,,"$1,356.00",$949.20,$690.00,
45013234,HC ED REMOVE PHARYNX FOREIGN BODY CDM,450,42809,,"$1,616.00","$1,131.20",,
49010005,HC CONIZATION OF CERVIX,490,57522,,"$12,619.00","$8,833.30",,
51010120,HC DESTROY VULVA LESIONS SIMPLE,510,56501,,"$8,590.00","$6,013.00","$4,686.00",
51010125,HC FITTING OF DIAPHRAGM/CAP,510,57170,,$915.00,$640.50,$499.00,
51010345,HC BIOPSY NAIL UNIT,510,11755,,"$3,233.00","$2,263.10","$1,764.00",
51010408,HC SHAVE SKIN LESION 1.1 TO 2.0 CM TRNK ARM LEG,510,11302,,$938.00,$656.60,$512.00,
51010412,HC SHAVE SKIN LESION 1.1 TO 2.0 CM SCLP NK HND FT GEN,510,11307,,$938.00,$656.60,$512.00,
51010429,HC EXC TR-EXT MLG+MARG 1.1-2 CM,510,11602,,"$3,233.00","$2,263.10","$1,764.00",
51010432,HC EXC H-F-NK-SP MLG+MARG 0.5 <,510,11620,,"$7,522.00","$5,265.40","$4,103.00",
51010435,HC EXC H-F-NK-SP MLG+MARG 3.1-4,510,11624,,"$7,522.00","$5,265.40","$4,103.00",
51010452,HC DESTRUCTION OF SKIN LESIONS OTHER M 0.6-1,510,17271,,$938.00,$656.60,$512.00,
51010455,HC DESTRUCTION OF SKIN LESIONS F E EY N L MOU 0.6 TO 1.0 CM,510,17281,,"$1,762.00","$1,233.40",$961.00,
51010459,HC INJ TENDON/LIG/CYST,510,20550,,"$1,406.00",$984.20,$767.00,
74010026,HC SURGERY ELECTROCORTICOGRAM,740,95829,,"$2,342.00","$1,639.40","$1,636.00",
76110057,HC DEB MUSC/FASCIA 20SQ CM/<,761,11043,,"$2,762.00","$1,933.40","$1,507.00",
76110207,HC MULTLAY COMPRS ARM FOREARM HAND FINGERS BILATERAL,761,29584,50,$776.00,$543.20,$423.00,
76110214,HC DESTROY NERVE MUSCLE FACIAL,761,64612,,"$1,406.00",$984.20,$767.00,
76110237,HC BIOPSY EXTERNAL EAR,761,69100,,"$2,696.00","$1,887.20","$1,471.00",
76110255,HC EXC FACE-MM B9+MARG 3.1-4 CM,761,11444,,"$7,522.00","$5,265.40","$4,103.00",
76110466,HC DEBRIDEMENT OPEN WOUND 20 SQ CM/<,761,97597,,$938.00,$656.60,$512.00,
76110469,HC NEGATIVE PRESSURE WOUND THERAPY DME,761,97605,,$938.00,$656.60,$512.00,
92210029,HC MUSCLE TEST THOR PARASPINAL,922,95869,,$776.00,$543.20,$423.00,
94210001,HC MEDICAL NUTRITION INDIV INIT EA 15 MIN,942,97802,,$194.00,$135.80,$106.00,
36110431,HC INSERTION PICC W/O IMG GDN < 5 YR,361,36568,,"$5,279.00","$3,695.30","$2,880.00",
36110437,HC REPAIR TUNNELED CV CATH,361,36575,,"$4,090.00","$2,863.00","$2,231.00",
36110454,HC REPOSITION VENOUS CATHETER,361,36597,,"$5,279.00","$3,695.30","$2,880.00",
36110501,HC THERAPEUTIC APHERESIS RED BLOOD CELLS^,361,36512,,"$6,557.00","$4,589.90","$3,577.00",
36110537,HC INSERT NON-TUNNEL CV CATH < 5 YR,361,36555,,"$5,279.00","$3,695.30","$2,880.00",
36110553,HC BX BREAST PERCUT W/O IMAGE,361,19100,,"$7,522.00","$5,265.40","$4,103.00",
36110558,HC BONE BIOPSY TROCAR/NEEDLE SUPERFICIAL,361,20220,,"$7,522.00","$5,265.40","$4,103.00",
36110603,HC COMPLEX DRAINAGE WOUND,361,10180,,"$7,522.00","$5,265.40","$4,103.00",
36110664,HC BIOPSY ABDOMINAL MASS,361,49180,,"$7,522.00","$5,265.40","$4,103.00",
36110711,HC INSERT SPINE INFUSION DEVICE,361,62360,,"$34,014.00","$23,809.80","$16,828.00",
36110733,HC N BLOCK LUMBAR/THORACIC,361,64520,,"$4,326.00","$3,028.20","$2,360.00",
36110804,HC CENTRAL LINE INSERTION,361,36556,,"$5,279.00","$3,695.30","$2,880.00",
36110807,HC FACET INJ C/T SPINE SINGLE LEVEL,361,64490,,"$4,326.00","$3,028.20","$2,360.00",
36111040,HC INJECTION INTO BRAIN CANAL FOR DIAGNOSIS/TREATMENT,361,61026,,"$3,484.00","$2,438.80","$1,901.00",
36111087,HC VNPNXR <3 YEARS PHYS/QHP SKILL OTHER VEIN^,361,36406,,$245.00,$171.50,$231.00,
36111127,HC PERQ DRAINAGE PLEURA INSERT CATH W/IMAGING,361,32557,,"$10,019.00","$7,013.30","$5,466.00",
36111176,HC BREAST BIOPSY NEEDLE CORE,361,19100,,"$7,522.00","$5,265.40","$4,103.00",
36111216,HC DRAIN/INJ JOINT/BURSA SMALL W/US,361,20604,,"$1,464.00","$1,024.80",$767.00,
36111219,HC ABLATE BONE TUMOR(S) PERQ CRYO,361,20983,,"$26,472.00","$18,530.40","$13,866.00",
36111243,HC NEG PRESS WOUND TX >50 CM,361,97608,,"$1,895.00","$1,326.50","$1,033.00",
36111252,HC INCISION OF THIGH TENDON,361,27306,,"$14,753.00","$10,327.10","$8,047.00",
36112029,"HC LOW COST SKIN SUB APP TO TRUNK,ARMS,LEGS, TO 100SQCM; 1ST 25 SQCM",361,C5271,,"$2,762.00","$1,933.40","$1,507.00",
36112032,"HC LOW COST SKIN SUB APP TO TRNK,ARMS,LEGS, > 100SQCM; EA ADD 100 SQCM",361,C5274,,"$1,410.00",$987.00,"$1,339.00",
36112035,"HC LOW COST SKIN SUBST APP TO FACE,NECK,HAND,FEET, > 100SQCM; 1ST 100 SQCM",361,C5277,,"$2,762.00","$1,933.40","$1,507.00",
36114050,HC INJ CATH PLCMENT CON'T INFUS OR BOLUS C/T W/IMAG,361,62325,,"$5,002.00","$3,501.40","$2,729.00",
36114054,HC INJ INTERLAMINAR LMBR/SAC W/O IMG,361,62322,,"$3,561.00","$2,492.70","$1,942.00",
36119085,"HC PERQ PLMT BILE DUCT STENT, EXISTING ACCESS",361,47538,,"$28,026.00","$19,618.20","$13,866.00",
36119091,HC SCLEROTX FLUID COLLECTION,361,49185,,"$3,233.00","$2,263.10","$1,764.00",
36119108,HC PVB THORACIC 2ND+ INJ SITE,361,64462,,"$3,927.00","$2,748.90","$1,580.00",
41010005,HC BLOOD SAMPLING INDWELLING CATHETER,410,36600,,$582.00,$407.40,,
41010332,"HC PULM REHAB RESP FUNCTION, INDIV",460,G0238,,$982.00,$687.40,$536.00,
