Procedure_Description,CPT_Code,Gross_Price,Cash_Price
EXCISION OF FOREIGN BODY SOFT,D7530,$188.00 ,$94.00 
REMOVAL OF FB REACTION,D7540,$384.00 ,$192.00 
REMOVAL OF SLOUGHED OFF BONE,D7550,$300.00 ,$150.00 
MAX. SINUSOTOMY REMV TX FRAGF,D7560,"$1,935.00 ",$967.50 
MAXILLA OPEN REDUCTION (IMMOB,D7610,"$4,200.00 ","$2,100.00 "
MAXILLA CLOSED REDUCTION(IMMO,D7620,"$4,200.00 ","$2,100.00 "
MANDIBLE OPEN REDUCTION (IMMO,D7630,"$4,715.00 ","$2,357.50 "
MANDIBLE CLD REDUCTION (IMMOB,D7640,"$4,150.00 ","$2,075.00 "
AVEOLUS CLD RDCTION (INCL STA,D7670,"$1,500.00 ",$750.00 
ALVEOLUS OPEN RDCTION (STABIL,D7671,"$1,750.00 ",$875.00 
MAXILLA OPEN REDUCTION,D7710,"$4,201.00 ","$2,100.50 "
MAXILLA CLOSED REDUCTION,D7720,"$4,200.50 ","$2,100.25 "
MANDIBLE OPEN REDUCTION,D7730,"$7,250.00 ","$3,625.00 "
MANDIBLE CLOSED REDUCTION,D7740,"$5,200.00 ","$2,600.00 "
CLOSED REDUCTION OF DISLOCATI,D7820,$750.00 ,$375.00 
DENT SUTUR RECENT WND TO 5CM,D7910,$160.00 ,$80.00 
PLACE INTRA-SOCKET BIO DRESS,D7922,$50.00 ,$25.00 
FRENECTOMY/FRENOTOMY,D7960,$450.00 ,$225.00 
EXCISION HYPERPLASTIC TISSUE,D7970,$153.00 ,$76.50 
EXCISION PERICORONAL GINGIVA,D7971,$153.00 ,$76.50 
NON SURGICAL SIALOLITHOTOMY,D7979,$300.00 ,$150.00 
ORAL SURGERY PROC (BR),D7999,"$1,000.00 ",$500.00 
.EMVBLE APPLNCE THRPY THMB SU,D8210,$400.00 ,$200.00 
FIXD APPLNCE THRPY THMB SUCK,D8220,$500.00 ,$250.00 
REMOVE FIXED ORTHO APPLIANCE,D8695,$150.00 ,$75.00 
EMER TX DENTAL PAIN MINOR PRO,D9110,$110.00 ,$55.00 
FIXED PARTIAL DENTURE SECTION,D9120,$60.00 ,$30.00 
LOCAL ANESTHESIA NO OTHER TMT,D9210,$30.00 ,$15.00 
REGIONAL BLOCK ANESTHESIA,D9211,$0.01 ,$0.01 
LOCAL ANESTHESIA WITH  TMT.,D9215,$0.01 ,$0.01 
NITROUS OXIDE ANALGESIA,D9230,$100.00 ,$50.00 
DENTAL CONSULTATION,D9310,$116.00 ,$58.00 
DENTAL CONSULTATION,D9310,$116.00 ,$58.00 
OFFICE VISIT OBV DURING HOURS,D9430,$58.00 ,$29.00 
OFFICE VISIT AFTER HOURS (DEN,D9440,$107.00 ,$53.50 
CASE PRESENTATION,D9450,$0.01 ,$0.01 
OCCLUSAL ADJUSTMENT LIMITED,D9551,$200.00 ,$100.00 
INFILTRATION THERAP DRUG,D9613,$40.00 ,$20.00 
APPLICATION OF DESENS. MED,D9910,$30.00 ,$15.00 
BEHAVIOR MANAGEMENT,D9920,$0.01 ,$0.01 
TREATMENT OF COMPLICATIONS,D9930,$44.00 ,$22.00 
CLEAN&INSPECT REMOV. APPLIANC,D9932,$100.00 ,$50.00 
MAND COMPLT DENT/CLEAN INSPCT,D9933,$100.00 ,$50.00 
MAXIL PRLT DENT CLEAN/INSPECT,D9934,$100.00 ,$50.00 
MAND PRTL DENT CLEAN/INSPECT,D9935,$100.00 ,$50.00 
ATHLETIC MOUTHGUARD,D9941,$550.00 ,$275.00 
OCCLUSAL GUARD RELINE/REPAIR,D9942,$300.00 ,$150.00 
ADJUST OCCLUSAL GUARD,D9943,$100.00 ,$50.00 
OCCLUSAL GUARD - ADJSTMNT (DH,D9943,$0.01 ,$0.01 
OCCLUSAL GRD HARD APPL FL ARC,D9944,$550.00 ,$275.00 
OCCLUSAL GRD SOFT APPL FL ARC,D9945,$550.00 ,$275.00 
OCCLSL GRD HARD APPL PRTL ARC,D9946,$550.00 ,$275.00 
OCCLUSAL ANALYSIS,D9950,$400.00 ,$200.00 
TELEDENTISTRY (REAL TIME),D9995,$75.00 ,$37.50 
TELEDENTISTRY (INFO STORED),D9996,$75.00 ,$37.50 
DENT CASE MGMT SPECIAL NEEDS,D9997,$100.00 ,$50.00 
ADMIN OF FLU VACCINE MEDICARE,G0008,$77.00 ,$38.50 
MEDICARE ADMIN INFLUENZA VAC,G0008,$77.00 ,$38.50 
ADMIN OF FLU VACCINE MEDICARE,G0008,$77.00 ,$38.50 
ADMIN OF PNEUMOVAX (MEDICARE),G0009,$39.00 ,$19.50 
MEDICARE ADMIN PNEUMO VACCINE,G0009,$77.00 ,$38.50 
ADMIN OF PNEUMOVAX (MEDICARE),G0009,$163.00 ,$81.50 
ADMIN HEP B (MEDICARE),G0010,$77.00 ,$38.50 
ADMIN HEP B VACCINE,G0010,$77.00 ,$38.50 
ADMIN PNEUMOCOCCAL VACCINE,G0010,$77.00 ,$38.50 
ADMIN HEP B VACCINE,G0010,$77.00 ,$38.50 
COM SVC BY RHC/FQHC 5 MIN,G0071,$0.01 ,$0.01 
CA SCREEN;PELVIC/BREAST EXAM,G0101,$90.00 ,$45.00 
CA SCREEN;PELVIC/BREAST EXAM,G0101,$90.00 ,$45.00 
SCRN COLONOSCOPY HI RSK PT,G0105,"$3,075.00 ","$1,537.50 "
SCRN COLONOSCOPY HI RSK PT,G0105,"$2,050.00 ","$1,025.00 "
DIABETIC EDUCATION IND 30 MIN,G0108,$188.00 ,$94.00 
DIABETES SELF-MGMT TRN GROUP,G0109,$51.00 ,$25.50 
TRIM DYSTROPHIC NAIL ANY NUMB,G0127,$60.00 ,$30.00 
MD RECERTIFICATION HHA PT,G0179,$226.00 ,$113.00 
MD CERTIFICATION HHA PATIENT,G0180,$287.00 ,$143.50 
MNT EA M AFTER 2ND REFRL,G0270,$102.00 ,$51.00 
MNT GRP/30M AFTER 2ND RFRL,G0271,$57.00 ,$28.50 
PT E-STIM UNATTENDED OTHER,G0283,$48.00 ,$24.00 
OCCULT (I-FECAL)ANN.SCN.MCARE,G0328,$79.00 ,$39.50 
"INIT PREVENTIVE EXAM, NEW BEN",G0402,$436.00 ,$218.00 
ANNUAL WELLNESS VISIT MEDICAR,G0438,$607.00 ,$303.50 
ANNUAL WELLNESS SUBSEQUENT VS,G0439,$418.00 ,$209.00 
ANNUAL DEPRESSION SCRN 15 MIN,G0444,$33.00 ,$16.50 
"R5 METHADONE, QUANT, UR",G0480,$35.00 ,$17.50 
ST COGNITIVE TRAINING,G0515,$91.00 ,$45.50 
REMOTE EVAL SUBMIT BY PT,G2010,$32.00 ,$16.00 
BRF VIRTUAL CHECK IN BY MD/QH,G2012,$44.00 ,$22.00 
BRF VIRTUAL CHECK IN BY MD/QH,G2012,$44.00 ,$22.00 
POS CLIN DEPRES SCRN F/U DOC,G8431,$30.00 ,$15.00 
PT INELIG NEG SCRN DEPRES,G8510,$30.00 ,$15.00 
POS SCRN PT SCORE 4 OR GREATE,G9919,$87.00 ,$43.50 
NEG SCRN PT SCORE 0-3,G9920,$87.00 ,$43.50 
ACETYLCYSTEINE 20% 4ML VIAL,J0132,$11.35 ,$5.68 
ACETLCYSTEIN INJ 200MG/ML 30M,J0132,$6.32 ,$3.16 
ACETYLCYSTEINE 20% 30ML VIAL,J0132,$12.09 ,$6.05 
ACYCLOVIR INJ 500MG (ZOVIRAX),J0133,$0.55 ,$0.28 
ADENOSINE INJ 6MG/2ML INJ,J0153,$6.05 ,$3.03 
EPINEPHRINE 1MG/10ML SYRNG,J0171,$3.17 ,$1.58 
EPINEPHRINE 1MG/ML  INJ,J0171,$3.48 ,$1.74 
EPINEPHRINE 1MG/ML 30 ML VIAL,J0171,$1.03 ,$0.52 
EPINEPHRINE 1,J0171,$2.25 ,$1.12 
EPINEPHRINE 1:1000M,J0171,$21.27 ,$10.64 
AMPICILLIN 2GM INJ,J0290,$10.46 ,$5.23 
SUCCINYLCHOLINE 200MG (QUELIC,J0330,$7.41 ,$3.71 
HYDRALAZINE 20MG/ML VIAL,J0360,$38.80 ,$19.40 
ARIPIPRAZOLE 400,J0401,$0.06 ,$0.03 
ARIPIPRAZOLE 300,J0401,$9.65 ,$4.82 
ARIPIPRAZOLE 300,J0401,$0.07 ,$0.04 
ABILIFY 300MG DOSE (PT),J0401,$0.01 ,$0.01 
ABILIFY 400MG DOSE (PT),J0401,$0.01 ,$0.01 
AZITHROMYCIN INJ 500MG,J0456,$20.41 ,$10.20 
ATROPINE 1MG SYRINGE 10ML,J0461,$0.31 ,$0.16 
ATROPINE 1MG 1ML VIAL,J0461,$0.17 ,$0.08 
BELIMUMAB 400,J0490,$124.75 ,$62.38 
BENZTROPINE 2MG/2ML INJ,J0515,$15.20 ,$7.60 
BENZATHINE PEN G 1200000 UNIT,J0561,$27.49 ,$13.74 
BENZATHINE PEN G 2400000 UNIT,J0561,$28.52 ,$14.26 
BICILLIN CR INJ 900/300,J0561,$25.00 ,$12.50 
"BICILLIN G PER 100,000 UNITS",J0561,$135.33 ,$67.67 
BICILLIN LA 2.4 MILLION UNITS,J0561,$86.00 ,$43.00 
INJ BICILLIN LA 1200000 U,J0561,$135.33 ,$67.67 
PENICILLIN G BENZATHINE INJ,J0561,$135.33 ,$67.67 
BICILLIN LA 2.4 MILLION UNITS,J0561,$86.00 ,$43.00 
INJ BICILLIN LA 1200000 U,J0561,$135.33 ,$67.67 
BOTULINIUM ANTITOXIN (BOTOX),J0585,$31.21 ,$15.61 
CALCITONIN SALMON INJ TO 400U,J0630,"$8,119.20 ","$4,059.60 "
LEUCOVORIN CALCIUM 100MG INJ.,J0640,$27.03 ,$13.51 
LEUCOVORIN 350MG INJ,J0640,$7.39 ,$3.70 
CEFAZOLIN 1GM (KEFZOL) INJ,J0690,$7.33 ,$3.67 
CEFAZOLIN 500MG (KEFZOL) INJ,J0690,$17.00 ,$8.50 
CEFAZOLIN 1GM/50ML D5W IV,J0690,$12.00 ,$6.00 
CEFAZOLIN SODIU 2,J0690,$6.89 ,$3.44 
CEFOXITIN SODIU 1,J0694,$24.40 ,$12.20 
CEFOXITIN SODIU 2,J0694,$17.00 ,$8.50 
CEFTRIAXONE 1GM/50ML PYXIS,J0696,$7.20 ,$3.60 
CEFTRIAXONE INJ 1GM,J0696,$11.25 ,$5.63 
CEFTRIAXONE INJ 250MG,J0696,$15.93 ,$7.97 
CEFTRIAXONE 1GM/50ML D5W BAG,J0696,$26.15 ,$13.08 
CEFTRIAXONE 2GM/50ML D5W BAG,J0696,$27.13 ,$13.57 
CEFTRIAXONE INJ 250 MG,J0696,$39.66 ,$19.83 
CEFTRIAXONE INJ 250MG (ROCEPH,J0696,$39.66 ,$19.83 
CEFTRIAXONE INJ 250MG (ROCEPH,J0696,$39.66 ,$19.83 
COLLAGNS CLOST HST INJ 0.01MG,J0775,$31.09 ,$15.55 
PROCHLORPERAZINE 10MG/2ML,J0780,$11.93 ,$5.96 
COSYNTROPIN 0.25MG (CORTROSYN,J0834,$35.60 ,$17.80 
CORTROSYN INJ 0.25 MG (PT),J0834,$0.01 ,$0.01 
COSYNTROPIN CORTROSYN INJ,J0834,$364.38 ,$182.19 
DAPTOMYCIN 500MG INJ,J0878,$1.67 ,$0.84 
EPOETIN NON ESRD 20000UNITS,J0885,$58.52 ,$29.26 
EPO NON-ESRD RADIO 4000 UN,J0885,$59.02 ,$29.51 
EPOETIN ALFA NON-ESRD,J0885,$66.00 ,$33.00 
PROCRIT 1 000 NON-ESRD (EA)(P,J0885,$0.01 ,$0.01 
PROCRIT 1 000 NON-ESRD (EB)(P,J0885,$0.01 ,$0.01 
PROCRIT 1 000 NON-ESRD (EC),J0885,$43.86 ,$21.93 
PROCRIT 1 000 NON-ESRD (EC)(P,J0885,$0.01 ,$0.01 
DENOSUMAB 60,J0897,$45.80 ,$22.90 
DENOSUMAB 120,J0897,$34.31 ,$17.16 
PROLIA 60MG,J0897,$644.91 ,$322.46 
DEPO ESTRADIOL,J1000,$0.01 ,$0.01 
METHYLPREDNISOLN ACET INJ 40M,J1030,$29.90 ,$14.95 
METHYLPREDNISOLONE 40 MG INJ,J1030,$53.00 ,$26.50 
METHYLPREDNISOLONE 40 MG INJ,J1030,$28.82 ,$14.41 
METHYLPREDNISOLONE ACETATE 40,J1030,$53.00 ,$26.50 
METHYLPREDNISOXONE ACETATE 80,J1040,$47.25 ,$23.63 
MEDROX PROGESTERONE INJ 150 M,J1050,$4.24 ,$2.12 
MEDROX PROGES  INJ 50 MG,J1050,$274.60 ,$137.30 
DEXAMETHASONE INJ 20MG/5ML IN,J1100,$0.74 ,$0.37 
DEXAMETHASONE INJ 4MG/ML  1ML,J1100,$2.90 ,$1.45 
DEXAMETHASONE INJ 1MG/ML  1ML,J1100,$8.00 ,$4.00 
DEXAMETHASONE SODIUM PHOS,J1100,$8.00 ,$4.00 
DIGOXIN 0.5MG/2ML INJ,J1160,$19.08 ,$9.54 
HYDROMORPHONE 1MG/1ML INJ,J1170,$14.38 ,$7.19 
HYDROMORPHONE (DILANDID) 4MG,J1170,$10.15 ,$5.08 
HYDROMORPHONE (DILAUDID) 2MG,J1170,$15.03 ,$7.52 
HYDROMORPHONE 10MG/D5W 50MLIN,J1170,$20.00 ,$10.00 
DIPHENHYDRAMINE 50MG  1ML INJ,J1200,$16.60 ,$8.30 
DIMENHYDRINATE INJECTION,J1200,$7.00 ,$3.50 
DOBUTAMINE 250MG/250ML D5W IN,J1250,$30.10 ,$15.05 
DOPAMINE IV 200MG/250 D5W,J1265,$6.32 ,$3.16 
DOPAMINE IV 400MG/250 D5W,J1265,$3.26 ,$1.63 
ESTRADIOL VALERATE (PT),J1380,$0.01 ,$0.01 
NEUPO 300 (PT),J1442,$0.01 ,$0.01 
NEUPOGEN 300MG,J1442,$750.24 ,$375.12 
TBO-FILGRASTI 300,J1447,$2.33 ,$1.16 
IMMUNE GLOBUL G 5,J1561,$313.00 ,$156.50 
IMMUNE GLOBUL  20,J1561,"$3,506.00 ","$1,753.00 "
IMMUNE GLOBUL  40,J1561,"$2,504.00 ","$1,252.00 "
IMMUNE GLOBUL  10,J1561,$243.92 ,$121.96 
IMM GLOB G (I 200,J1572,$160.00 ,$80.00 
GENTAMICIN 80MG/100ML NS IV,J1580,$8.93 ,$4.46 
GENTAMICIN 80MG/2ML VIAL,J1580,$13.47 ,$6.74 
GENTAMICIN INJECTION 80MG/2ML,J1580,$0.32 ,$0.16 
GLUCAGON  1MG,J1610,$349.36 ,$174.68 
HALOPERIDOL 5MG/1ML INJ,J1630,$24.40 ,$12.20 
HALOPERIDOL DECANOATE,J1631,$77.40 ,$38.70 
HALOPERIDOL SOL 100MG/ML 1ML,J1631,$13.27 ,$6.63 
HEPARIN FLUSH 100UNITS/ML 5ML,J1642,$15.00 ,$7.50 
HEPARIN SODIU 500,J1642,$0.25 ,$0.13 
HEPARIN INJ 10000 U/ML  10ML,J1644,$1.70 ,$0.85 
HEPARIN INJ 5000UNITS/ML 1ML,J1644,$3.13 ,$1.57 
HEPARIN SOD 25000,J1644,$0.99 ,$0.50 
HEPARIN SODIUM PER 1000 UNITS,J1644,$1.00 ,$0.50 
ENOXAPARIN INJ 30MG/0.3ML,J1650,$6.80 ,$3.40 
ENOXAPRIN SOD INJ 100MG/1ML,J1650,$5.39 ,$2.70 
ENOXAPARIN INJ 40MG (LOVENOX),J1650,$7.20 ,$3.60 
ENOXAPARIN INJ 80MG/O.PML,J1650,$7.15 ,$3.58 
ENOXAPARIN INJ 60MG/0.6ML (LO,J1650,$5.75 ,$2.87 
HYDROCORTISONE INJ 250MG,J1720,$19.28 ,$9.64 
MAKENA 10MG (PT),J1726,$0.01 ,$0.01 
HYDROXYPROGESTERONE 250MG 1ML,J1729,$334.00 ,$167.00 
INFLIXIMAB (REMICADE) INJ,J1745,$55.84 ,$27.92 
IRON SUCROSE 100MG/5ML VIAL,J1756,$1.02 ,$0.51 
DROPERIDOL INJECTION,J1790,$18.50 ,$9.25 
INSULIN HUMALOG U-100ML,J1815,$124.70 ,$62.35 
INSULIN LISPR 100,J1815,$38.81 ,$19.41 
"INSULIN,HUMAN R INJ,3ML",J1815,$68.84 ,$34.42 
INSULIN HUMAN NPH INJ 3ML,J1815,$17.71 ,$8.86 
HUM INSULIN N 100,J1815,$17.71 ,$8.86 
INSULIN GLARG 100,J1815,$46.73 ,$23.37 
INSULIN GLARGINE 100U/ML 10ML,J1815,$146.46 ,$73.23 
INSULIN NOVOLIN N 10ML VIAL,J1815,$71.60 ,$35.80 
INSULIN NOVOLIN 70/30 10ML VI,J1815,$71.60 ,$35.80 
INSULN ASP PRT/I,J1815,$135.91 ,$67.96 
INSULIN DETEMIR 100UNITS/ML V,J1815,$148.73 ,$74.37 
INSULIN ASPAR 100 UNITS/ML 3M,J1815,$51.87 ,$25.94 
INSULIN NOVOLOG INJ.  100 UNI,J1815,$131.11 ,$65.56 
INSULIN NOVOLIN R 10ML VIAL,J1815,$2.40 ,$1.20 
INSULIN INJECTION,J1815,$191.85 ,$95.93 
TORADOL INJ 60MG,J1885,$3.36 ,$1.68 
TORADOL INJ 30MG,J1885,$5.60 ,$2.80 
KETOROLAC 60 MG INJ,J1885,$12.05 ,$6.03 
TORADOL,J1885,$38.00 ,$19.00 
TORADOL INJ 15 MG,J1885,$38.00 ,$19.00 
TORADOL INJ 15 MG,J1885,$38.00 ,$19.00 
FUROSEMIDE INJ 20MG/2ML VIAL,J1940,$11.70 ,$5.85 
FUROSEMIDE INJ 40MG/4ML VIAL,J1940,$6.21 ,$3.10 
FUROSEMIDE INJ 100MG/10ML VIA,J1940,$2.23 ,$1.11 
LUPRON DEPOT 3.75MG INJ,J1950,"$2,703.40 ","$1,351.70 "
LEUPROLIDE 11.25MG,J1950,"$2,696.78 ","$1,348.39 "
LEUPROLIDE ACETATE INJ 3.75 M,J1950,"$1,322.00 ",$661.00 
LEUPROLIDE DEPOT 3.75 MG,J1950,"$1,538.56 ",$769.28 
LUPRON INJ 3.75MG (FEM ONLY),J1950,"$1,538.56 ",$769.28 
LUPRON INJ 3.75MG (FEM ONLY),J1950,"$1,538.56 ",$769.28 
LEVETIRACETAM 500MG  INJ,J1953,$0.58 ,$0.29 
LEVETIRACETA 1000,J1953,$0.65 ,$0.33 
LEVETIRACETAM 500,J1953,$1.04 ,$0.52 
LIDOCAINE HCL/D5,J2001,$0.67 ,$0.34 
LIDOCAINE 1% 5ML SYRINGE,J2001,$1.78 ,$0.89 
LIDOCAINE 1% PF INJ,J2001,$13.24 ,$6.62 
LIDOCAI,J2001,$17.20 ,$8.60 
LIDOCAINE-MPF 1% INJ 10ML,J2001,$22.40 ,$11.20 
LORAZEPAM INJ 2MG,J2060,$14.80 ,$7.40 
MANNITOL 25%  50ML VIAL,J2150,$14.40 ,$7.20 
DEMEROL 25MG INJ,J2175,$21.90 ,$10.95 
MEPERIDINE (DEMEROL) 50 MG IN,J2175,$22.30 ,$11.15 
METHYLERGON MAL 0.2MG/1ML  IN,J2210,$22.95 ,$11.48 
MIDAZOLAM HCL 5MG/5ML INJ,J2250,$3.00 ,$1.50 
MIDAZOLAM 50MG/250ML D5W,J2250,$0.38 ,$0.19 
MIDAZOLAM INJ 50MG/10ML,J2250,$0.53 ,$0.27 
MIDAZOLAM INJ 5MG/ML 10ML,J2250,$11.52 ,$5.76 
MIDAZOLAM HCL 5,J2250,$12.00 ,$6.00 
MIDALOZAM INJ 2MG/2ML (VERSED,J2250,$6.60 ,$3.30 
MORPHINE SULF INJ 2MG/MLAD,J2270,$15.00 ,$7.50 
MORPHINE SULFAT 4,J2270,$12.40 ,$6.20 
MORPHINE SULF INJ 4MG/ML,J2270,$15.30 ,$7.65 
MORPHINE 10MG INJ,J2270,$15.30 ,$7.65 
MORPHINE SULF SOLN 10MG 5ML,J2270,$6.00 ,$3.00 
NALOXONE HCL 0.4MG/ML NARCAN,J2310,$50.80 ,$25.40 
NALTREXONE MI 380,J2315,$25.93 ,$12.96 
VIVITROL INJECTION,J2315,$25.92 ,$12.96 
PHENYLEPHRINE 1% (NEOSYNEPHRI,J2370,$18.29 ,$9.15 
ONDANSETRON INJECTION 2MG/ML,J2405,$2.76 ,$1.38 
PALIPERIDON PALMITATE 78MG IN,J2426,$24.70 ,$12.35 
PALIPERDIONE PALMITATE,J2426,$24.63 ,$12.32 
PALIPERIDONE PALMITE 234MG IN,J2426,$24.61 ,$12.31 
PAMIDRONATE 90MG/10ML INJ,J2430,$48.43 ,$24.22 
INJECTION PEGFILGRASTIM 6MG,J2505,"$9,303.10 ","$4,651.55 "
PROMETHAZINE 25MG/1ML INJ,J2550,$12.10 ,$6.05 
PHENERGAN 50MG INJ,J2550,$17.50 ,$8.75 
PROMETHAZINE 25MG INJ,J2550,$12.06 ,$6.03 
PROMETHAZINE 25MG INJ,J2550,$12.06 ,$6.03 
PHENOBARBITAL  INJ 65MG,J2560,$48.40 ,$24.20 
PHENOBARBITAL  INJ 130MG,J2560,$93.64 ,$46.82 
OXYTOCIN 10 U/ML (PITOCIN) 1M,J2590,$13.60 ,$6.80 
PROLIXIN DECANOATE INJ TO 25M,J2680,$59.46 ,$29.73 
PROPOFOL INJ (DIPRIVAN)200MG/,J2704,$1.20 ,$0.60 
PROPOFOL INJ 10MG/10ML 100ML,J2704,$0.81 ,$0.40 
NEOSTIGMINE 1:1000 10ML (PROS,J2710,$1.84 ,$0.92 
PROTAMINE SULFATE 50MG/5ML IN,J2720,$7.62 ,$3.81 
METOCLOPRAMIDE 10MG/2ML INJ,J2765,$13.18 ,$6.59 
RH IMMUNEGLOB STD,J2792,$95.00 ,$47.50 
METHYLPREDNISOLONE 40MG (SOLU,J2920,$20.75 ,$10.38 
METHYLPREDNISOLONE 125MG (SOL,J2930,$27.35 ,$13.68 
METHYLPREDNISOLONE  INJ 1GM,J2930,$10.63 ,$5.31 
METHYLPREDNISOLONE SOD INJ 50,J2930,$12.85 ,$6.43 
ALTEPLASE INJ 2MG,J2997,$190.10 ,$95.05 
ALTEPLASE 100 MG VIAL,J2997,$99.42 ,$49.71 
FENTANYL 0.05MG/ML INJ. 2ML,J3010,$13.03 ,$6.51 
FENTANYL 0.05MG/ML INJ. 5ML,J3010,$6.00 ,$3.00 
FENTANYL INJ 0.05MG/20ML,J3010,$1.01 ,$0.50 
VANCO 1250,J3010,$0.02 ,$0.01 
FENTANYL IV 1MG/100ML PCA BAG,J3010,$1.97 ,$0.99 
TESTOSTERONE (PT),J3145,$0.01 ,$0.01 
CHLORPROMAZINE INJ 50MG/2ML,J3230,$51.94 ,$25.97 
TOCILIZUMAB 400MG,J3262,$12.40 ,$6.20 
TRIAMCINOLONE ACET 40MG/1ML,J3301,$7.18 ,$3.59 
KENALOG 10MG/ML,J3301,$3.00 ,$1.50 
KENALOG 10ML,J3301,$3.00 ,$1.50 
TRIAMCINOLONE ACET INJ NOS,J3301,$25.00 ,$12.50 
DIAZEPAM (VALIUM) INJ 10MG/2M,J3360,$15.60 ,$7.80 
VANCOMYCIN 500MG/100ML D5W BA,J3370,$51.30 ,$25.65 
VANCOMYCN IV 1GM/200ML D5W,J3370,$41.00 ,$20.50 
VANCOMYCIN 750MG/D5W 150ML BA,J3370,$26.00 ,$13.00 
VANCOMYCIN 500MG (VANCOCIN) V,J3370,$19.15 ,$9.58 
VANCOMYCIN INJECTION 1GM,J3370,$12.35 ,$6.18 
VANCOMYCIN 1GM/200ML PYXIS,J3370,$30.04 ,$15.02 
CYANOCOBALAMIN 1000MCG/ML INJ,J3420,$27.50 ,$13.75 
B12 INJ 1000 MCG,J3420,$12.50 ,$6.25 
B12 INJ 1000 MCG (PT),J3420,$0.01 ,$0.01 
CYANOCOBALAMIN INJ 1000MCG,J3420,$12.00 ,$6.00 
CYANOCOBALAMIN INJ 1000MCG,J3420,$12.00 ,$6.00 
PHYTONADIONE  10MG/1ML INJ,J3430,$11.66 ,$5.83 
VITAMIN K PHYTONADIONE INJ,J3430,$21.30 ,$10.65 
MAGNESIUM SULFAT 1GM/100ML D5,J3475,$15.43 ,$7.72 
MAGNESIUM SULFATE INJ 1GM/2ML,J3475,$6.68 ,$3.34 
ZIPRASIDONE INJ (GEODON) 20MG,J3486,$26.33 ,$13.16 
VECURONIUM 10MG/10ML INJ,J3489,$14.75 ,$7.37 
ZOLEDRONIC ACID 4MG/5ML INJ,J3489,$137.50 ,$68.75 
ZOLEDRONIC ACID 5,J3489,$504.21 ,$252.11 
AZACTAM 1GM IVPB,J3490,$89.90 ,$44.95 
FAMOTIDINE IN  20,J3490,$22.39 ,$11.19 
OLANZAPINE 10MG INJ,J3490,$77.13 ,$38.57 
DILTIAZEM HCL 5,J3490,$24.16 ,$12.08 
KETAMINE 50MG/ML 1ML,J3490,$20.53 ,$10.26 
VASOPRESSIN 2 UNITS INJ,J3490,$387.70 ,$193.85 
MV1-12,J3490,$212.22 ,$106.11 
ETOMIDATE INJ (AMIDATE)2MG/ML,J3490,$67.50 ,$33.75 
LIDOCAINE 2% INJ 10ML VIAL,J3490,$19.15 ,$9.58 
CLINDAMYCIN 600MG/4ML INJ,J3490,$18.90 ,$9.45 
BUPIVACAINE HCL 1,J3490,$12.13 ,$6.06 
DOXYCYCLINE 100MG VIAL,J3490,$42.51 ,$21.25 
GLYCOPYRROLATE 0.4MG/2ML INJ,J3490,$30.70 ,$15.35 
POLYMIXIN B 500000 UNITS INJ,J3490,$26.29 ,$13.15 
METRONIDAZOLE 500,J3490,$16.15 ,$8.08 
MEDROXYPROSTERONE INJ,J3490,$274.60 ,$137.30 
PLAN B,J3490,$44.62 ,$22.31 
PLAN B,J3490,$44.62 ,$22.31 
RIFAMPIN 300MG CAPSULES,J3490,$4.16 ,$2.08 
PLAN B,J3490,$44.62 ,$22.31 
D RX NACL INJ 0.9% USP,J7030,$9.03 ,$4.51 
D RX BAG NACL .9P 500ML,J7040,$8.17 ,$4.08 
D RX DEXTROSE 5% & 0.9% SODIU,J7042,$19.60 ,$9.80 
SODIUM CHLORIDE INJ 0.9% 250M,J7050,$17.40 ,$8.70 
SODIUM CHLORIDE INJ 0.9% 50ML,J7050,$11.95 ,$5.98 
0.9 % SODIUM CHL,J7050,$20.64 ,$10.32 
0.9 % SODIUM CHL,J7050,$21.52 ,$10.76 
DEXTROSE INJ 5%  500ML,J7060,$17.70 ,$8.85 
D RX BAG DEXTROSE 5P 250ML,J7060,$24.05 ,$12.03 
D RX DEXTROSE 5% INJ USP 1000,J7060,$19.26 ,$9.63 
D RX DEXTROSE 5P INJ USP 500M,J7060,$17.70 ,$8.85 
D RX LACTATED RINGERS INJ USP,J7120,$5.22 ,$2.61 
ANDEXA200,J7169,"$4,240.00 ","$2,120.00 "
MIRENA IUD,J7298,"$2,101.00 ","$1,050.50 "
COPPER 380,J7300,"$1,627.00 ",$813.50 
PARAGARD IUD,J7300,"$1,279.00 ",$639.50 
SKYLA IUD,J7301,$399.00 ,$199.50 
NUVA RING,J7303,$92.73 ,$46.37 
LESSINA,J7304,$38.96 ,$19.48 
ORTHA EVRA,J7304,$96.20 ,$48.10 
ETONOGESTREL 68,J7307,"$1,553.05 ",$776.53 
NEXPLANON IMPLANT SYSTEM (DRU,J7307,"$1,729.00 ",$864.50 
MITOMYCIN 0.2,J7315,$369.00 ,$184.50 
HYALURONIC ACID,J7321,$591.00 ,$295.50 
SODIUM HYALURONATE 2.5ML,J7321,$591.00 ,$295.50 
ALBUTEROL/IPRATROPIUM SOLN 3M,J7611,$14.40 ,$7.20 
ALBUTEROL SOLN 0.5% 20ML BTL,J7611,$90.00 ,$45.00 
ALBUTEROL INH SOL 0.083% 3ML,J7613,$4.35 ,$2.17 
