PROC NAME,CPT CODE," MAIN
PRICE "
STOCKING COMPRSS KNEE SZ C BEI,A6531, $109.50 
STOCKING COMPRSS KNEE SZ C BEIGE,, $113.10 
STOCKING KN SF 20-30 OT BG III,, $179.80 
STOCKING KNEE ANTIEMBOLISM M-R,, $10.70 
STOCKING TED HOSE KNEE XL,, $10.70 
STOCKING TED HOSE KNEE XXL,, $12.00 
STOCKING TED HOSE KNEE XXXL,, $12.00 
STOCKING THIGH ANTIEMBILISM M-S,, $22.90 
STOCKING THIGH ANTIEMBOLISM L-L,, $22.90 
STOCKING THIGH ANTIEMBOLISM L-R,, $22.90 
STOCKING THIGH ANTIEMBOLISM L-S,, $22.90 
STOCKING THIGH ANTIEMBOLISM M-L,, $22.90 
STOCKING THIGH ANTIEMBOLISM M-R,, $22.90 
STOCKING THIGH ANTIEMBOLISM S-L,, $25.50 
STOCKING THIGH ANTIEMBOLISM S-R,, $22.90 
STOCKING THIGH ANTIEMBOLISM S-S,, $22.90 
STOCKING THIGH ANTIEMBOLISM XL-L,, $26.40 
"STOCKING, KNEE ANTIEMBOLSM L-R",, $10.70 
"STOMACH PROCEDURE, ADJUST GASTRIC BAND",43999, $497.50 
STORMER BALOON NC 3.0 X 16,C1725, $416.25 
STPLR 25MM EEA,," $1,027.10 "
STPLR ECHELON 60,, $933.50 
STPLR RLD COUNTOUR GREEN,, $796.60 
STRAB W/SCAR OF EXOC MUSCLE,67332," $1,854.00 "
STRABIMUS SURGERY WITH PREVIOUS SURGERY,67331," $1,866.40 "
STRABISMUS - 1 H MUSCLE,67311," $2,064.20 "
STRABISMUS - 1 V MUSCLE,67314," $2,216.60 "
STRABISMUS - 2 H MUSCLE,67312," $2,715.10 "
STRABISMUS - 2+ V MUSCLE,67316," $2,775.90 "
STRABISMUS - OBILIQUE,67318," $2,347.40 "
STRABISMUS W FIXATION SUTURE,67334," $1,637.70 "
STRABISMUS WITH EXPLORATION,67340," $1,767.50 "
STRAIGHT 2 LUMEN 14FX16CM KT,, $547.60 
STRAIGHT 2 LUMEN 14FX20CM KT,, $547.60 
STRAP ADHESIVE MONTGOMERY,, $15.70 
STRAP ARTHROSCOPY DISTRACTOR,, $171.00 
STRAPPING ELBOW OR WRIST,29260, $143.50 
STRAPPING HAND OR FINGER,29280, $208.00 
STRAPPING OF ANKLE/FOOT,29540, $122.10 
STRAPPING OF TOES,29550, $117.20 
STREAMER TV WIRELESS BAHA 4,," $1,082.30 "
STREP A LATEX (BILLED),87147, $108.40 
STREP B LATEX (BILLED),87147, $95.60 
STREP C LATEX (BILLED),87147, $135.80 
STREP C LATEX (BILLED),87147, $135.80 
STREP G LATEX (BILLED),87147, $135.80 
STREP G LATEX (BILLED),87147, $135.80 
"STREP GROUP A, RAPID REFLEX TO CULTURE",87651, $64.40 
STREPTOCOCCUS GROUP B BY PCR,87653, $231.20 
"STREPTOCOCCUS PNEUMONIAE AG, CSF",87899, $114.90 
"STREPTOCOCCUS PNEUMONIAE AG, URINE",87899, $136.70 
STRESS ECHO 2D/M-MODE W/CONTRAST W/INTERPRETATION,C8928," $2,176.10 "
STRESS ECHO EXERCISE OR MEDICATION,93350," $1,439.00 "
"STRIATED MUSCLE AB, IGG REFLEX",86255, $57.20 
"STRIATED MUSCLE ABS, IGG TITER",86256, $110.00 
STRIP BRAVA ELASTIC BARRIER,, $6.00 
STRIP FISTULA ISOLATOR,, $382.50 
STRIP SILICONE WIDE,, $65.30 
"STRIP,ILIUM TRICORT 2.2CM*55MM",," $4,623.00 "
"STRIP,ILLUM TRICORT 2.2CM*50MM",," $4,038.00 "
"STRIP,ILLUM TRICORT 2.2CM*60MM",," $5,149.00 "
"STRONGYLOIDES AB, IGG BY ELISA",86682, $85.20 
STRUT FROZEN FEMORAL CORT20CM,," $2,450.50 "
STYLET BALL TIP FOR 52CM LEADS,, $181.40 
STYLET BALL TIP FOR 65CM LEADS,, $181.40 
STYLET COIL SINGLE PK 23CM,," $1,679.20 "
STYLET FALLER TUNNELING,, $775.60 
STYLET INTUBATION 6FR,, $11.60 
STYLET STIFFENING 1MM,," $2,227.50 "
"STYLET VIPER PRIME, SPINE",," $1,618.50 "
"STYLET,INTUBATION 10FR",, $10.10 
"SUBCUTANEOUS INFUSION, EA ADDL HR, SAME RX",96370, $266.80 
"SUBCUTANEOUS INFUSION, INITIAL, UP TO 1 HR",96369, $411.60 
SUBCUTANEOUS INJ/FILLING MATERIAL 1CC OR LESS,11950, $290.40 
SUBEPITHELIAL CONNECTIVE TISSUE GRAFT PROCEDURE,D4273, $652.00 
"SUBMUCOUS RESECTION INFERIOR TURBINATE, PART'L OR COMPLETE, ANY MET",30140," $1,612.00 "
"SUBQ INJ FILLING MATERIAL, 1.1 TO 5.0 CC",11951, $397.00 
"SUBQ INJ FILLING MATERIAL, 5.1 TO 10.0 CC",11952, $342.00 
SUBQ INJ FILLING MATERIAL>10.0 CC,11954, $286.00 
SUBSTANCE P BY EIA,83520, $56.40 
"SUCCINYLACETONE, QUANTITATIVE, URINE",83921, $71.70 
SUCTION DEVICE 3.0 MECONIUM,, $43.50 
SUCTION DEVICE 3.5 MECONIUM,, $43.50 
SUDOMOTOR TESTING,95923, $171.00 
SULFATE 3 GLUCURONYL PARAGLOBSIDE M,83516, $87.70 
"SULFONAMIDES, QUANTITATIVE, SERUM OR PLASMA",G0480, $242.50 
"SULFONYLUREA HYPOGLYCEMICS, URINE",G0480, $322.60 
SULFUR HEXAFLUORIDE SF6 125GR,," $3,526.20 "
SUMP SALEM 14FR,, $6.90 
SUMP SALEM 18FR,, $6.90 
SUPERCORE II 18G 15CM,, $198.00 
SUPERCORE II 18G 20CM,, $198.00 
SUPERCORE II 20G 15CM,, $198.00 
"SUPERSATURATION PROFILE, URINE",82340, $43.20 
"SUPERSATURATION PROFILE, URINE",82436, $43.20 
"SUPERSATURATION PROFILE, URINE",82507, $69.60 
"SUPERSATURATION PROFILE, URINE",84560, $43.20 
"SUPERSATURATION PROFILE, URINE",83735, $43.20 
"SUPERSATURATION PROFILE, URINE",83945, $43.20 
"SUPERSATURATION PROFILE, URINE",84105, $43.20 
"SUPERSATURATION PROFILE, URINE",84133, $43.20 
"SUPERSATURATION PROFILE, URINE",84300, $43.20 
"SUPERSATURATION PROFILE, URINE",84392, $43.20 
"SUPERSATURATION PROFILE, URINE",83986, $43.20 
SUPLENA 8 OZ CAN ROSS,, $9.30 
SUPPLY PUMP SYSTEM PENUMBRA,," $1,443.00 "
SUPPORT BACK CORFIT BLACK REG,L0625, $153.80 
SUPPORT BACK CORFIT BLACK SML,L0625, $153.80 
SUPPORT BACK CORFIT BLK X-LRG,L0625, $153.80 
SUPPORT LYNX WHFO ADL RT LRG,, $278.10 
SUPPORT LYNX WHFO ADLT LFT LRG,L3807, $284.30 
SUPPORT MAMMARY SMALL,, $269.80 
SUPPORT MAMMARY XLRG,, $299.40 
SUPPORT MAMMORY LG,, $269.80 
SUPPORT MAMMORY MED,, $269.80 
SUPPORT MAMMORY XLG,, $269.80 
SUPPORT MBRACE WRIST,, $40.70 
SUPPORT MBRACE WRIST MOD 4250,, $32.70 
SUPPORT SCROTAL LARGE,, $46.70 
SUPPORT SCROTAL MEDIUM,, $42.60 
SUPPORT SCROTAL X-LARGE,, $46.70 
SUPPORT WRIST LEFT LARGE,L3908, $55.20 
SUPPORT WRIST LEFT MEDIUM,L3908, $55.20 
SUPPORT WRIST RIGHT LARGE,L3908, $55.20 
"SUPPORT,MAMMARY XX-LARGE",, $269.80 
SUPRASCAPULAR NERVE BLOCK AND OR STEROID,64418, $541.10 
"SUR FIBERWIRE 18"" 2.0 BIG NDL BR",, $64.90 
SURE-GRIP DGTL BOWEL STIMULATOR,, $193.00 
SURF ART NXGN FIX PROLG 14MM,," $2,480.00 "
SURF ART NXGN FX PRO 3-4 20MM,," $2,480.00 "
SURFACE APPLICATION OF LOW DOSE RATE RADIONUCLIDE SOURCE,77789, $283.30 
SURFACE NEXGEN ROT HNG E 14MM,," $4,680.00 "
SURFACTANT TREATMENT,94610, $178.00 
SURFIT DRAINABLE POUCH 45MM 1 3/4 IN,, $16.50 
SURFIT DRAINABLE POUCH 70MM 2 3/4 IN,, $16.50 
SURFIT HI OUTPUT DRAINABLE POUCH 2 1/4 IN,, $16.50 
SURFIT NATURA STOMAHESIVE 2 3/4 IN,, $28.00 
SURFIT NATURE DURAHESIVE 4X4 1 3/4 IN,, $8.50 
SURFIT NATURE STOMAHESIVE 4X4 1 3/4 IN,, $7.90 
SURFIT NATURE STOMAHESIVE 5X5 2 1/4 IN,, $7.90 
SURFIT NATURE STOMAHESIVE 5X5 2 3/4 IN,, $7.90 
SURG ACCESS UNREUPTED TOOTH,D7280, $330.00 
SURG REDUC FIBROUS TUBEROSITY,D7972, $263.00 
SURGERY D & C,," $1,071.60 "
SURGERY ELECTROCORTIOGRAM,95829," $1,311.20 "
SURGERY HYSTERECTOMY,," $1,432.30 "
SURGERY TUBALS,," $1,192.60 "
SURGICAL CLIPPER BLADE,, $13.30 
SURGICAL PLACEMENT IMPLANT BODY;ENDOSTEAL,D6010," $1,559.00 "
SURGICAL REMOVAL ERUPTED TOOTH,D7210, $178.00 
SURGICAL REMOVAL OF RESIDUAL ROOTS,D7250, $152.00 
SURGICAL SPECIMEN X-RAY,76098, $202.80 
SURGICLIP 11.5IN,, $262.80 
SURGICLIP 9.75IN,, $229.20 
SURGICLIP 9IN,, $229.20 
SUSCEPTIBILITY - AFB/NOCARDIA BY BROTH DILUTION,87186, $202.80 
SUSCEPTIBILITY - ANAEROBE BY BROTH DILUTION,87186, $164.90 
SUSCEPTIBILITY - AUTOMATED BROTH DILUTION,87186, $142.90 
SUSCEPTIBILITY - AUTOMATED DISK DIFFUSION,87184, $190.70 
SUSCEPTIBILITY - BETA-LACTAMASE,87185, $100.40 
SUSCEPTIBILITY - BROTH DILUTION PANEL,87186, $254.30 
SUSCEPTIBILITY – CARBAPENEMASE RESISTANCE IDENTIFICATION BY IMIPENEM HYDROLIZATION (BILLED),87185, $110.85 
SUSCEPTIBILITY - DISK DIFFUSION,87184, $176.50 
SUSCEPTIBILITY - ESBL BY DISK DIFFUSION,87184, $46.00 
SUSCEPTIBILITY - KPC BY DISK DIFFUSION,87184, $31.60 
SUSCEPTIBILITY - MECA/MECC GENE DETECTION BY PCR (BILLED),87641, $255.90 
SUSCEPTIBILITY - MOULD BY BROTH DILUTION,87186, $282.60 
SUSCEPTIBILITY - MYCOBACTERIUM TUBERCULOSIS,87188, $44.90 
SUSCEPTIBILITY - MYCOBACTERIUM TUBERCULOSIS,87188, $44.90 
SUSCEPTIBILITY - MYCOBACTERIUM TUBERCULOSIS,87188, $44.90 
SUSCEPTIBILITY - MYCOBACTERIUM TUBERCULOSIS,87188, $44.90 
SUSCEPTIBILITY - PENICILLIN BINDING PROTEIN 2A,87147, $128.90 
SUSCEPTIBILITY - SINGLE DRUG BY BROTH DILUTION,87186, $163.60 
SUSCEPTIBILITY - SINGLE DRUG BY ETEST,87181, $204.10 
SUSCEPTIBILITY - YEAST BY BROTH DILUTION,87186, $224.20 
SUSCEPTIBILITY AUTOMATED BROTH DILUTION,87186, $71.00 
SUSCEPTIBILITY- BROTH DILUTION PANEL (BILLED),87186, $210.60 
SUSCEPTIBILITY MECA GENE DETECTION BY PCR,87641, $107.00 
"SUT .4/0 12X18"" SILK STRAND",, $10.60 
"SUT .4/0 18"" CHROMIC GUT D/A G3",, $77.80 
"SUT .4/0 30"" SILK BLK BRD RB1",, $9.50 
SUT ANCHOR FIBERTAK SGL LOAD,," $1,015.70 "
SUT CV-8 18IN GORTEX TTC-9 NDL,, $130.20 
SUT ETHIBOND .2/0 30IN GRN WHT,, $15.50 
SUT ETHICON 9-0,, $75.20 
SUT ETHILON 10-0 160-6 12TG,, $79.80 
SUT ETHILON 10-0 CS160-6,, $83.60 
"SUT ETHILON 11-0 6"" TG160-6",, $92.10 
"SUT ETHILON 5-0 18"" S-24",, $49.80 
SUT ETHILON 8-0,, $62.30 
SUT ETHILON 9-0 12CS160-6,, $77.90 
SUT FIBERTAPE NO. 2 FIBERWIRE,, $74.90 
SUT FIBERWIRE 2-0 FBRSTICK 2-0,, $126.50 
SUT FIBERWR BRD PB 2 1WH 1BLK,, $103.20 
SUT MERSELENE 5.0,, $59.10 
SUT MERSILINE 5-0 S-24,, $63.20 
SUT MICRO QUICK ANCHOR #3/0,, $942.40 
SUT ORTHOCORD BLU/VIOLET W/NDL,, $240.00 
SUT PROLENE 10-0 CIF-4 NDL,, $100.10 
SUT PROLENE 5-0 RB-1,, $26.80 
SUT PROLENE 8-0,, $239.10 
SUT PROLENE DOUBLE ARM,, $106.40 
SUT QUILL SRS PDO2 36X36CM VIO,, $82.20 
SUT QUL SRS 14CMX14CM MONO 0,, $60.20 
SUT SILK 6-0 TG140-8,, $57.40 
SUT SPEEDTRAP 30MM GRN/WHT,, $225.00 
SUT SPEEDTRAP 30MM WHITE,, $225.00 
SUT TIGERTAPE NO. 2 TIGERWIRE,, $149.90 
SUT VCRL 2-0 27IN SH UD,, $9.40 
SUT VICRYL 10-0 CS140-6,, $68.70 
SUT VICRYL 4-0 P-2,, $22.80 
SUT VICRYL 5-0 P-2,, $27.40 
SUT VICRYL 6.0,, $59.30 
SUT VICRYL 7-0 OPTH TG140-8,, $68.10 
SUT VICRYL 8-0 TG160-8,, $713.30 
SUT VICRYL 9-0 12IN TG140-8,, $415.50 
SUT WIRE BEAD 18G SS,, $57.60 
"SUT,COPE GST ANCH SET 100",, $409.10 
SUT.6/0 18` PLAIN GUT D/A G-1,, $53.50 
SUT.6/0 18`CHROMIC GUT D/A G-1,, $53.50 
"SUTURE 0 12*18""SILK STRAND",, $5.70 
"SUTURE 0 18""COATED VICRYL VIO CRCT1",, $53.30 
"SUTURE 0 27""VICRYL UND BRAIDED",, $9.40 
"SUTURE 0 30""SILK BLK BRAIDED SH",, $8.10 
"SUTURE 0 36""CHROMIC GUT CT-1",, $20.80 
"SUTURE 0 36""COATED VICRYL VIO CTX",, $10.30 
"SUTURE 0 6*30""SILK STRAND",, $7.20 
"SUTURE 05MM MERSILENE 18"" BP",, $594.60 
SUTURE 1 PER PACK,, $27.40 
"SUTURE 1-0 27""CHROMIC GUT CT",, $19.50 
"SUTURE 1-0 27""PDS II VIO MONO TP-1",, $46.20 
"SUTURE 1-0 30"" PROLENE BL MONO CTX",, $13.40 
"SUTURE 2-0 12*18""SILK STRAND",, $9.30 
"SUTURE 2-0 12*30""SILK STRAND",, $15.30 
"SUTURE 2-0 18""SILK BLK BRAIDED FS",, $9.90 
"SUTURE 2-0 27""CHROMIC GUT CT-1",, $18.20 
"SUTURE 2-0 27""CHROMIC GUT SH",, $18.50 
"SUTURE 2-0 27""COATED VICRYL UND SH",, $9.40 
"SUTURE 2-0 30""PROLENE BL MONO CT-1",, $14.30 
"SUTURE 2-0 30""PROLENE BL MONO FSLX",, $18.20 
"SUTURE 2-0 30""PROLENE BL MONO KS",, $17.30 
"SUTURE 2-0 30""PROLENE BL MONO SH",, $17.80 
"SUTURE 2-0 30""SILK BLK BRAIDED SH",, $7.90 
"SUTURE 2-0 36""CHROMIC GUT CT-1",, $20.20 
"SUTURE 2-0 36""COATED VICRYL VIO CT1",, $10.00 
SUTURE 2-0 COBRAID WHT/BL 24IN,, $119.90 
SUTURE 2-0 MONOGLIDE,, $106.60 
SUTURE 2-0 ULTRABRAID 24IN,, $119.90 
"SUTURE 3/0 54"" VICRYL UNDYED STRD",, $11.30 
"SUTURE 3-0 18""ETHILON PS-1",, $22.90 
"SUTURE 3-0 18""PROLENE BL MONO D/A PS1",, $25.80 
"SUTURE 3-0 18""PROLENE BL MONO FS-2",, $14.90 
"SUTURE 3-0 18""SILK BLK BRD CR*SH1",, $41.70 
"SUTURE 3-0 18""SILK BLK BRD FS-1",, $5.80 
"SUTURE 3-0 27"" COATED VICRYL BRD RB1",, $10.90 
"SUTURE 3-0 27""CHROMIC GUT FS-2",, $17.70 
"SUTURE 3-0 27""CHROMIC GUT SH",, $18.70 
"SUTURE 3-0 27""COATED VICRYL FS1",, $13.10 
"SUTURE 3-0 27""COATED VICRYL UND SH",, $9.40 
"SUTURE 3-0 27""COATED VICRYL VIO SH",, $9.40 
"SUTURE 3-0 27""PLAIN GUT XLH",, $35.20 
"SUTURE 3-0 30"" PROLENE SH-1",, $28.70 
"SUTURE 3-0 36""COATED VICRYL VIO CT1",, $10.10 
SUTURE 3-0 MONOCRYL PS-1 UNDYED,, $27.50 
"SUTURE 4-0 18"" PROLENE BL MONO PS-2",, $25.80 
"SUTURE 4-0 18"" SILK BLK BRD D/A P3",, $20.30 
"SUTURE 4-0 18"" SILK BLK BRD FS-2",, $5.80 
"SUTURE 4-0 18""CHROMIC GUT PS-2",, $31.90 
"SUTURE 4-0 18""COATED VICRYL UND PC3",, $23.80 
"SUTURE 4-0 18""COATED VICRYL UND PS2",, $21.80 
"SUTURE 4-0 18""ETHILON PS-2",, $21.10 
"SUTURE 4-0 18""PROLENE BL MONO P-3",, $25.00 
"SUTURE 4-0 27""CHROMIC GUT SH",, $19.40 
"SUTURE 4-0 27""COATED VICRYL UND FS2",, $12.90 
"SUTURE 4-0 27""PLAIN GUT FS-2",, $18.30 
SUTURE 4-0 MONOCRYL PS-2 BLUE MONOFILAMENT,, $29.10 
SUTURE 4-0 PDS II PS-2 CLEAR MONOFILAMENT,, $26.50 
SUTURE 4-0 PROLENE PC-1 BLUE MONOFILAMENT,, $28.80 
SUTURE 4-0 VICRYL P-2,, $27.20 
"SUTURE 5-0 18"" PROLENE BL MONO PS-2",, $24.50 
"SUTURE 5-0 18""CHROMIC GUT BL P-3",, $31.30 
"SUTURE 5-0 18""CHROMIC GUT BL PS-4",, $30.60 
"SUTURE 5-0 18""COATED VICRYL UND P1",, $23.30 
"SUTURE 5-0 18""ETHILON PS-2",, $21.20 
"SUTURE 5-0 18""PROLENE BL MONO P-3",, $26.40 
SUTURE 5-0 ETHILON P-3 BLACK,, $19.70 
SUTURE 5-0 PLAIN GUT PC-1 FAS,, $33.80 
SUTURE 5-0 VICRYL P-3,, $11.80 
"SUTURE 6-0 18""PLIABILIZED P-1",, $20.10 
"SUTURE 6-0 18""SILK BLK BRD FS-3",, $21.20 
SUTURE 6-0 PLAIN GUT PC-1 FAS,, $33.80 
SUTURE 6-0 PROLENE P-3 BLUE MONOFILAMENT,, $28.50 
SUTURE 8.0 PROLENE TG 175-8,, $304.60 
SUTURE ANCHOR 4.5MM HEALICOIL,," $1,260.60 "
SUTURE ANCHOR 5.5MM HEALICOIL,," $1,165.50 "
SUTURE ANCHOR FIBERTAK 1.3 SUT TP,," $1,182.20 "
SUTURE ANCHOR FIBERTAK DBL LOAD,," $1,132.20 "
"SUTURE CAPIO 48"" SZ 0 TAPER CT",, $81.90 
SUTURE CHROMIC 0 GS-21 27 IN,, $18.70 
SUTURE CO-BRAID CARTRIDGE WHITE,, $703.00 
SUTURE ENDO STCH SURGDC 0 48IN,, $69.60 
SUTURE ENDOSTCH SURGIDAC 2-0 48IN,, $69.60 
SUTURE ETHBND 5 30IN V37 MP GRN,, $54.50 
SUTURE FIBERLINK NO.2 BRAIDED,, $247.50 
SUTURE FIBERLOOP 4-0 12IN T-13 TP,, $166.50 
"SUTURE FIBERWIRE 2 38"" TAPER",, $73.30 
SUTURE FIBRWIRE NO2 DBL LOAD 38IN,, $103.20 
SUTURE FIBRWIRE NO5 38IN BLUE,, $119.90 
SUTURE GORETEX CV-0,, $80.50 
SUTURE GORETEX CV-2,, $85.50 
SUTURE GORE-TX CV-3 TH-35 36IN,, $79.10 
"SUTURE GRASPER,30-DEGREE",," $1,014.00 "
"SUTURE GRASPER,60-DEGREE",," $1,014.00 "
SUTURE GROOVE SLIM GOLD 1.0GRM,, $882.50 
SUTURE GUT PLN 0 54IN YEL,, $10.00 
SUTURE LASSO BANANA,, $507.00 
SUTURE LASSO LF 25 TIGHT CURVE,, $466.20 
SUTURE LASSO RT 25 TIGHT CURVE,, $466.20 
SUTURE LASSO WIRE LOOP 45 DEG,, $432.90 
SUTURE MERSILENE #0 CT-1 30IN GRN,, $7.10 
SUTURE MONOSOF 4-0 P-11,, $43.20 
SUTURE NO.2 ZIPLN HI STGTH GRN,, $799.20 
SUTURE NYLON 10-0,, $79.10 
"SUTURE O 18""SILK BLK BRAIDED FS-1",, $10.30 
"SUTURE OF DIGITAL NERVE, HAND OR FOOT; 1 NERVE",64831," $2,800.00 "
SUTURE ORTHOCORD 2-0 DBL NDL,, $223.20 
SUTURE ORTHOCORD 223104,, $205.20 
SUTURE ORTHOCORD VIOLET/BLUE,, $163.20 
"SUTURE PASSER, LARGE",, $179.60 
"SUTURE PASSER, MEDIUM",, $179.60 
SUTURE PC-7 MONO 20CM GRN POLY,, $135.10 
SUTURE PDS II 48 IN TP1 VIOL,, $27.20 
SUTURE PDS II 5-0 18IN P3 CLR,, $17.70 
SUTURE PLAIN GUT 0 60 IN,, $24.60 
SUTURE PLEDGET TEFLON POLY,, $15.20 
SUTURE PLN GUT 4-0 SC-1 18 INCH,, $17.70 
SUTURE POLYDIOXANONE 2.0,, $354.80 
SUTURE PROL 3-0 18IN FS1 BLU,, $7.00 
SUTURE PROLENE 10-0,, $47.30 
SUTURE PROLENE 4-0 18IN SA P-3,, $15.80 
SUTURE PROLENE 4-0 SH-1,, $156.20 
SUTURE PROLENE 6.0 P-1,, $28.40 
"SUTURE PROLENE 6-0 24"" BV-1",, $79.10 
SUTURE PROLENE 9-0 3IN CTC-6L,, $537.30 
SUTURE QUILL MONODERM 0,, $87.70 
SUTURE QUILL MONODRM 2-0 30X30,, $82.20 
SUTURE QUL SRS 24CMX24CM PDO 2,, $71.90 
SUTURE QUL SRS 36CMX36CM PDO 2,, $83.00 
SUTURE REM TY IRIS SCIS FRCP SPNG,, $6.00 
SUTURE REMOVAL WITH ANESTHESIA,15850, $372.90 
"SUTURE SILK 2-0 18"" SH1 MP BLK",, $17.80 
SUTURE SILK 2-0 SH,, $40.00 
SUTURE SMALL WOUND TO 5CM,D7910, $144.00 
SUTURE STRATAFIX SPIRAL 14X14,, $58.80 
SUTURE SZ2 FORCE FBR NDLD BL/W,, $66.60 
SUTURE TAK 3MMX12 PEEK ANCHOR,, $849.20 
SUTURE TICRON 2-0 30IN COATED,, $50.30 
SUTURE TIES,, $9.40 
SUTURE TRICRON COATED 2-0 Y31,, $44.90 
"SUTURE ULTRA FAST FIX AB,CRVD",," $1,156.30 "
SUTURE ULTRABRAID 2 COBRAID 38IN,, $62.50 
SUTURE ULTRABRAID NO 2 38IN WHT,, $62.50 
SUTURE VCRL 0 27IN CT1 DETACH MP,, $35.80 
SUTURE VCRL 4-0 18IN P3 UD,, $13.10 
SUTURE VICRYL 0 27IN UR6 VIOL,, $6.50 
SUTURE VICRYL 0 OS-6 18IN,, $22.00 
SUTURE VICRYL 10.0,, $605.90 
SUTURE VICRYL 3-0 RB-1,, $51.30 
SUTURE VICRYL 5.0 S-14,, $58.50 
SUTURE VICRYL 6.0 TG100-8,, $66.20 
"SUTURE VICRYL 6-0 18"" S-14",, $62.20 
SUTURE VICRYL 8-0,, $276.20 
SUTURE VICRYL 9-0 VIO MONO,, $62.90 
SUTURE V-LOC 90 ABS CLOS DEVICE,, $97.80 
SUTURE WAX BONE #W31G,, $27.40 
"SUTURE, 3-0 VICRYL 2 TAPER",, $9.70 
"SUTURE, 4-0 VICRYL RB-1",, $9.70 
"SUTURE, CHROMIC GUT CT-1 36 IN",, $20.10 
"SUTURE, VICRYL 6-0 P3",, $13.00 
"SUTURE,2-0 VICRYL CT 2 TAPER",, $10.00 
"SUTURE,4-0 MONOCRYL PS-2 CUTTING",, $28.80 
SYMBLEPHARON REPAIR BUCCAL GRAFT,68335," $2,540.00 "
SYMBLEPHARON RING MEDIUM,, $220.50 
SYMBLEPHARON RING SMALL,, $220.50 
SYNAPTOPHYSIN BY IHC,88342, $229.10 
SYNCHROMED 11 PROG PUMP 20ML,," $27,398.00 "
SYNCHROMED II PROG PUMP 40ML,C1772," $27,398.00 "
"SYNCHROWAVE ANTENNA, 10CM 1/TRAY",," $6,200.00 "
"SYNCHROWAVE ANTENNA, 15CM 1/TRAY",," $6,200.00 "
"SYNCHROWAVE ANTENNA, 15CM, 2/TRAY",," $6,200.00 "
"SYNCHROWAVE ANTENNA, 20CM 1/TRAY",," $6,200.00 "
"SYNCHROWAVE ANTENNA, 20CM, 2/TRAY",," $6,200.00 "
SYNECHIAE POSTERIOR,65875," $1,872.60 "
SYNECHIOLYSIS,65870," $1,872.60 "
"SYNMESH,10*4MM",C1781," $2,853.60 "
"SYNMESH,10*6MM",C1781," $2,853.60 "
"SYNMESH,12*10MM",C1781," $2,853.60 "
"SYNMESH,12*32MM",C1781," $5,512.40 "
"SYNMESH,12*4 MM",C1781," $2,853.60 "
"SYNMESH,12*5 MM",C1781," $2,853.60 "
"SYNMESH,12*7 MM",C1781," $2,853.60 "
"SYNMESH,12*8 MM",C1781," $2,853.60 "
"SYNMESH,12*88MM",C1781," $8,013.60 "
"SYNMESH,12*9 MM",C1781," $2,853.60 "
"SYNMESH,15*10MM",C1781," $2,853.60 "
"SYNMESH,15*12MM",C1781," $2,915.60 "
"SYNMESH,15*14MM",C1781," $2,915.60 "
"SYNMESH,15*32MM",C1781," $5,512.40 "
"SYNMESH,15*8 MM",C1781," $2,853.60 "
"SYNMESH,17*22MM OVAL 32MM",C1781," $8,071.20 "
"SYNMESH,17*22MM OVAL 8MM",C1781," $5,040.00 "
SYRINGE 150ML MEDRAD,, $29.30 
SYRINGE ALLIANCE II 60ML,, $136.50 
SYRINGE ARTERION INJECT 150ML,, $936.00 
SYRINGE LIDOCNE 10ML RED,, $6.70 
SYRINGE MEDALLION 10ML DRK GRN,, $11.10 
SYRINGE MEDALLION 10ML LIGHT BLUE,, $11.50 
SYRINGE MEDALLION 10ML WHITE,, $11.10 
SYRINGE MEDALLION 10ML YELLOW,, $12.40 
SYRINGE MEDALLION 1ML YELLOW,, $11.10 
SYRINGE MEDALLION 20ML DRK GRN,, $11.10 
SYRINGE MEDALLION 6ML WHITE,, $11.10 
SYRINGE MEDALLION YELLOW 20ML,, $11.10 
SYRINGE PREFILLED 40-120 2ML EMBOS MICROS,, $934.50 
SYS ABUTMENT MULTI-UNIT RP 5MM,, $399.60 
SYS ACCESS WATCHMAN ANT CURVE,," $4,500.00 "
SYS ACCESS WATCHMAN DBL CURVE,," $4,500.00 "
SYS ACCESS WATCHMAN SGL CURVE,," $4,500.00 "
SYS AXIOS 20 STENT ELECT DELVRY,C1874," $15,484.50 "
SYS AXIOS STENT DELIVERY 15X15,," $15,484.50 "
SYS AXIOS STENT ELECTRO 10X10,C1874," $15,283.00 "
SYS AXIOS STENT ELECTRO 10X15,," $11,780.00 "
SYS AXIOS STENT ELECTROCAUTERY,C1874," $14,198.40 "
SYS CARDIOMEMS PA SENSOR DELVR,C2624," $59,850.00 "
SYS CLING ARIS TRANSOB 60CM,," $3,098.90 "
SYS CONTAINED TISSUE EXTRACT,," $3,135.00 "
SYS CONTINENCE GYNE TVT EXACT,," $3,651.70 "
SYS DELIVERY AUTOPLEX VERTAPLX,," $2,805.00 "
SYS DELIVERY MEDICAL GAS MGMT,, $427.50 
SYS DELIVERY TORQVUE 7FR 80CM,," $2,864.40 "
SYS DURASEAL EXACT SPINE 5ML,," $2,675.50 "
SYS ECHO BI-METRIC MP FP HO 8,," $5,993.30 "
SYS ECHO B-METRIC MP FP HO 10,," $5,993.30 "
SYS ECHO B-METRIC MP FP HO 11,," $5,993.30 "
SYS ECHO B-METRIC MP FP HO 14,," $5,993.30 "
